lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"M. Gasol, .A. Harrison, .J. Martin, .W. Selden, .D. Brooks",MEM,1,7,46.7,140.0,-93.3,100,0.75,16.7,0.0,80.0,36.4,0.3,33.3,35.4,106.40,13.0,2018-01-29
"M. Gasol, .M. Chalmers, .T. Evans, .I. Rabb, .D. Brooks",MEM,1,5,60.0,90.0,-30.0,50.0,0.33,6.7,50.0,50.0,50.0,0.3,20.0,27.6,105.11,0.0,2018-01-29
"M. Chalmers, .J. Martin, .D. Davis, .W. Selden, .D. Brooks",MEM,1,4,171.4,87.5,83.9,60.0,3.00,27.3,100,40.0,50.0,0.1,83.3,87.2,100.47,96.6,2018-01-29
"A. Harrison, .J. Martin, .D. Davis, .W. Selden, .D. Brooks",MEM,1,3,183.3,100.0,83.3,75.0,3.00,33.3,0.0,100,50.0,0.2,125.0,112.7,98.74,100,2018-01-29
"M. Chalmers, .A. Harrison, .J. Martin, .W. Selden, .I. Rabb",MEM,1,3,140.0,116.7,23.3,66.7,2.00,25.0,50.0,50.0,50.0,0.2,70.0,70.0,93.18,48.3,2018-01-29
"M. Chalmers, .T. Evans, .J. Martin, .D. Davis, .M. Henry",MEM,1,3,216.7,140.0,76.7,50.0,0.00,22.2,100,50.0,66.7,0.0,90.0,96.2,95.83,73.2,2018-01-29
"M. Gasol, .M. Chalmers, .T. Evans, .J. Martin, .W. Selden",MEM,1,3,114.3,42.9,71.4,25.0,0.50,8.3,80.0,66.7,75.0,0.3,44.4,44.4,102.86,142.9,2018-01-29
"T. Evans, .A. Harrison, .J. Martin, .M. Henry, .I. Rabb",MEM,1,3,200.0,250.0,-50.0,66.7,0.00,28.6,50.0,0.0,50.0,0.0,80.0,80.0,76.29,34.9,2018-01-29
"A. Harrison, .D. Davis, .W. Selden, .M. Henry, .D. Brooks",MEM,1,2,50.0,266.7,-216.7,100,1.00,16.7,50.0,0.0,50.0,0.3,33.3,33.3,91.64,4.3,2018-01-29
"A. Harrison, .J. Martin, .W. Selden, .M. Henry, .I. Rabb",MEM,1,2,100.0,200.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.3,100,106.4,117.55,22.2,2018-01-29
"M. Gasol, .A. Harrison, .M. Henry, .I. Rabb, .D. Brooks",MEM,1,2,166.7,125.0,41.7,50.0,1.00,20.0,100,100,100,0.3,83.3,83.3,109.57,54.5,2018-01-29
"M. Gasol, .M. Chalmers, .T. Evans, .W. Selden, .I. Rabb",MEM,1,2,125.0,0.0,125.0,50.0,0.50,20.0,0.0,100,100,0.5,125.0,125.0,127.06,250.0,2018-01-29
"M. Gasol, .T. Evans, .A. Harrison, .J. Martin, .D. Brooks",MEM,1,2,200.0,100.0,100.0,100,0.00,40.0,0.0,33.3,25.0,0.0,83.3,87.2,100.80,93.8,2018-01-29
"M. Gasol, .T. Evans, .A. Harrison, .W. Selden, .I. Rabb",MEM,1,2,200.0,0.0,200.0,100,0.00,42.9,0.0,80.0,80.0,0.0,100,92.6,93.66,200.0,2018-01-29
"T. Evans, .A. Harrison, .J. Martin, .D. Davis, .W. Selden",MEM,1,2,100.0,175.0,-75.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,50.0,122.55,10.0,2018-01-29
"T. Evans, .J. Martin, .D. Davis, .M. Henry, .I. Rabb",MEM,1,2,0.0,75.0,-75.0,0.0,0.00,0.0,0.0,50.0,25.0,0.5,0.0,0.0,125.22,225.0,2018-01-29
"M. Chalmers, .T. Evans, .J. Martin, .D. Davis, .W. Selden",MEM,1,1,0.0,0.0,0.0,0.0,0.00,0.0,100,50.0,66.7,0.0,0.0,0.0,78.47,28.6,2018-01-29
"M. Gasol, .T. Evans, .A. Harrison, .I. Rabb, .D. Brooks",MEM,1,1,200.0,0.0,200.0,100,0.00,50.0,0.0,100,100,0.0,100,100,72.00,140.0,2018-01-29
"M. Gasol, .T. Evans, .A. Harrison, .J. Martin, .W. Selden",MEM,1,1,300.0,0.0,300.0,100,0.00,50.0,0.0,0.0,0.0,0.0,150.0,150.0,72.00,100,2018-01-29
"T. Evans, .A. Harrison, .D. Davis, .M. Henry, .I. Rabb",MEM,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.78,100,2018-01-29
"T. Evans, .A. Harrison, .J. Martin, .D. Davis, .D. Brooks",MEM,1,1,233.3,100.0,133.3,33.3,0.00,25.0,0.0,0.0,0.0,0.0,116.7,116.7,102.86,92.3,2018-01-29
"M. Chalmers, .J. Martin, .W. Selden, .I. Rabb, .D. Brooks",MEM,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.00,100,2018-01-29
"M. Gasol, .A. Harrison, .D. Davis, .M. Henry, .D. Brooks",MEM,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-01-29
"M. Gasol, .A. Harrison, .J. Martin, .W. Selden, .M. Henry",MEM,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,100,1.0,0.0,0.0,205.71,33.3,2018-01-29
"M. Gasol, .M. Chalmers, .A. Harrison, .W. Selden, .I. Rabb",MEM,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-01-29
"J. Dudley, .A. Len, .T. Warren, .T. Ulis, .J. Jackson",PHX,1,14,150.0,117.2,32.8,50.0,1.33,19.5,62.5,75.0,70.0,0.2,73.9,75.4,96.00,68.1,2018-01-29
"G. Monroe, .I. Canaan, .T. Daniels, .T. Warren, .D. Bender",PHX,1,13,96.3,85.2,11.1,66.7,0.86,17.1,18.2,66.7,43.5,0.3,52.6,57.7,103.50,48.7,2018-01-29
"J. Dudley, .A. Len, .T. Ulis, .J. Jackson, .D. Reed",PHX,1,4,166.7,133.3,33.3,40.0,0.00,18.2,0.0,33.3,16.7,0.0,75.0,80.5,98.56,57.6,2018-01-29
"J. Dudley, .G. Monroe, .T. Daniels, .T. Warren, .T. Ulis",PHX,1,4,100.0,137.5,-37.5,100,3.00,27.3,25.0,66.7,42.9,0.1,50.0,50.0,92.70,25.7,2018-01-29
"A. Len, .D. Bender, .T. Ulis, .J. Jackson, .D. Reed",PHX,1,3,80.0,120.0,-40.0,0.0,0.00,0.0,50.0,33.3,44.4,0.0,14.3,25.4,94.74,7.7,2018-01-29
"J. Dudley, .A. Len, .T. Daniels, .T. Ulis, .J. Jackson",PHX,1,3,83.3,166.7,-83.3,100,0.50,12.5,33.3,0.0,25.0,0.3,50.0,53.9,108.68,-17.6,2018-01-29
"G. Monroe, .I. Canaan, .T. Warren, .D. Bender, .J. Jackson",PHX,1,2,100.0,200.0,-100.0,0.0,0.00,0.0,50.0,100,60.0,0.0,20.0,34.0,104.73,3.7,2018-01-29
"J. Dudley, .G. Monroe, .T. Daniels, .T. Ulis, .J. Jackson",PHX,1,2,100.0,150.0,-50.0,0.0,0.00,0.0,75.0,0.0,60.0,0.3,33.3,33.3,93.66,15.8,2018-01-29
"A. Len, .I. Canaan, .T. Warren, .D. Bender, .J. Jackson",PHX,1,1,33.3,0.0,33.3,0.0,0.00,0.0,0.0,50.0,33.3,0.3,0.0,26.6,183.83,-40.0,2018-01-29
"G. Monroe, .I. Canaan, .T. Daniels, .D. Bender, .J. Jackson",PHX,1,1,50.0,250.0,-200.0,0.0,0.00,0.0,100,0.0,100,0.0,0.0,17.4,101.59,-60.0,2018-01-29
"G. Monroe, .T. Daniels, .T. Warren, .D. Bender, .T. Ulis",PHX,1,1,0.0,150.0,-150.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.00,-33.3,2018-01-29
"G. Monroe, .T. Warren, .D. Bender, .T. Ulis, .D. Reed",PHX,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.7,0.0,0.0,133.33,200.0,2018-01-29
"A. Len, .I. Canaan, .T. Daniels, .T. Warren, .D. Bender",PHX,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-01-29
"A. Len, .T. Warren, .D. Bender, .T. Ulis, .J. Jackson",PHX,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-01-29
