lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"L. James, .J. Smith, .G. Hill, .T. Thompson, .C. Osman",CLE,1,12,71.4,122.7,-51.3,42.9,1.50,10.3,31.3,90.0,53.8,0.1,32.6,32.6,85.29,18.6,2018-02-25
"L. James, .K. Korver, .J. Green, .J. Clarkson, .R. Hood",CLE,1,9,111.1,138.9,-27.8,37.5,0.75,11.1,54.5,57.1,55.6,0.2,47.4,49.2,97.26,23.9,2018-02-25
"K. Korver, .J. Green, .J. Clarkson, .R. Hood, .L. Nance Jr",CLE,1,7,60.0,100.0,-40.0,66.7,0.67,11.1,14.3,50.0,35.3,0.2,30.0,38.3,106.14,37.5,2018-02-25
"L. James, .K. Korver, .J. Clarkson, .R. Hood, .L. Nance Jr",CLE,1,6,121.4,100.0,21.4,85.7,1.50,30.0,50.0,71.4,66.7,0.3,94.4,94.4,110.77,71.7,2018-02-25
"L. James, .J. Smith, .J. Green, .G. Hill, .T. Thompson",CLE,1,5,133.3,108.3,25.0,42.9,1.50,17.6,33.3,80.0,54.5,0.2,66.7,64.3,111.84,54.9,2018-02-25
"L. James, .J. Smith, .G. Hill, .L. Nance Jr., .C. Osman",CLE,1,2,166.7,100.0,66.7,0.0,0.00,0.0,50.0,50.0,50.0,0.0,50.0,56.3,100.80,41.7,2018-02-25
"L. James, .J. Smith, .G. Hill, .T. Thompson, .R. Hood",CLE,1,2,80.0,100.0,-20.0,0.0,0.00,0.0,0.0,100,25.0,0.0,25.0,41.0,108.00,14.3,2018-02-25
"L. James, .K. Korver, .G. Hill, .T. Thompson, .R. Hood",CLE,1,2,100.0,50.0,50.0,50.0,1.00,20.0,0.0,66.7,66.7,0.3,100,100,99.31,120.0,2018-02-25
"K. Korver, .J. Calderon, .J. Holland, .C. Osman, .A. Zizic",CLE,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,50.0,25.0,0.0,0.0,0.0,94.43,200.0,2018-02-25
"L. James, .G. Hill, .T. Thompson, .J. Clarkson, .R. Hood",CLE,1,1,66.7,100.0,-33.3,0.0,0.00,0.0,33.3,100,60.0,0.0,25.0,25.0,98.18,33.3,2018-02-25
"L. James, .K. Korver, .G. Hill, .R. Hood, .L. Nance Jr",CLE,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.55,-200.0,2018-02-25
"J. Green, .G. Hill, .T. Thompson, .J. Clarkson, .R. Hood",CLE,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.86,-100.0,2018-02-25
"J. Green, .T. Thompson, .J. Clarkson, .R. Hood, .L. Nance Jr",CLE,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-25
"K. Korver, .J. Clarkson, .J. Holland, .C. Osman, .A. Zizic",CLE,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-25
"K. Korver, .J. Green, .J. Clarkson, .J. Holland, .A. Zizic",CLE,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-25
"L. James, .G. Hill, .R. Hood, .L. Nance Jr., .C. Osman",CLE,1,0,200.0,0.0,200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,75.8,65.45,0.0,2018-02-25
"L. James, .K. Korver, .J. Green, .J. Clarkson, .A. Zizic",CLE,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-25
"L. James, .K. Korver, .R. Hood, .L. Nance Jr., .C. Osman",CLE,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-25
"P. Gasol, .L. Aldridge, .P. Mills, .K. Anderson, .D. Murray",SAS,1,13,120.8,73.9,46.9,53.8,0.00,21.9,10.0,72.2,50.0,0.0,61.4,61.0,85.89,83.3,2018-02-25
"L. Aldridge, .P. Mills, .K. Anderson, .D. Murray, .B. Forbes",SAS,1,6,114.3,100.0,14.3,100,3.00,16.7,14.3,50.0,27.3,0.1,40.0,55.6,110.18,45.8,2018-02-25
"L. Aldridge, .D. Green, .P. Mills, .K. Anderson, .D. Murray",SAS,1,5,130.0,100.0,30.0,60.0,1.50,21.4,50.0,50.0,50.0,0.2,71.4,74.2,112.00,79.1,2018-02-25
"P. Gasol, .T. Parker, .R. Gay, .D. Green, .B. Forbes",SAS,1,4,128.6,137.5,-8.9,25.0,1.00,10.0,50.0,66.7,57.1,0.1,56.3,56.3,100.47,43.9,2018-02-25
"P. Gasol, .T. Parker, .L. Aldridge, .D. Green, .P. Mills",SAS,1,3,162.5,125.0,37.5,75.0,3.00,27.3,0.0,66.7,66.7,0.1,125.0,104.8,116.95,81.0,2018-02-25
"D. Green, .P. Mills, .J. Lauvergne, .D. Murray, .B. Forbes",SAS,1,2,0.0,100.0,-100.0,0.0,0.00,0.0,83.3,100,85.7,0.7,0.0,0.0,84.00,-1400.0,2018-02-25
"L. Aldridge, .R. Gay, .D. Green, .P. Mills, .D. Murray",SAS,1,2,66.7,66.7,0.0,100,1.00,20.0,50.0,0.0,50.0,0.3,33.3,33.3,89.07,0.0,2018-02-25
"L. Aldridge, .R. Gay, .K. Anderson, .D. Murray, .B. Forbes",SAS,1,2,100.0,175.0,-75.0,100,0.00,16.7,50.0,50.0,50.0,0.0,33.3,51.5,94.43,41.7,2018-02-25
"P. Gasol, .R. Gay, .D. Green, .D. Murray, .B. Forbes",SAS,1,2,180.0,0.0,180.0,0.0,0.00,0.0,0.0,100,66.7,0.0,75.0,84.6,114.29,171.4,2018-02-25
