lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"B. Biyombo, .J. Simmons, .E. Payton, .M. Hezonja, .W. Iwundu",ORL,1,8,106.3,106.3,0.0,57.1,1.33,19.0,14.3,57.1,35.7,0.2,57.1,57.1,94.43,48.1,2017-12-23
"D. Augustin, .A. Payne, .M. Hezonja, .W. Iwundu, .J. Artis",ORL,1,6,61.5,115.4,-53.8,33.3,0.50,7.1,0.0,60.0,25.0,0.2,35.0,36.8,106.67,9.8,2017-12-23
"D. Augustin, .M. Speights, .J. Simmons, .E. Payton, .M. Hezonja",ORL,1,5,61.5,136.4,-74.8,0.0,0.00,0.0,25.0,80.0,46.2,0.1,20.0,34.0,107.33,-6.9,2017-12-23
"N. Vucevic, .J. Simmons, .E. Payton, .M. Hezonja, .W. Iwundu",ORL,1,5,120.0,150.0,-30.0,60.0,3.00,23.1,0.0,50.0,20.0,0.1,68.8,67.6,95.05,29.6,2017-12-23
"A. Afflalo, .B. Biyombo, .E. Payton, .A. Payne, .J. Artis",ORL,1,4,100.0,166.7,-66.7,50.0,2.00,15.4,33.3,0.0,33.3,0.1,45.0,45.0,96.72,22.4,2017-12-23
"A. Afflalo, .B. Biyombo, .E. Payton, .M. Hezonja, .J. Artis",ORL,1,3,228.6,57.1,171.4,42.9,0.00,30.0,0.0,50.0,50.0,0.0,107.1,107.5,106.67,112.8,2017-12-23
"A. Afflalo, .D. Augustin, .B. Biyombo, .J. Simmons, .A. Payne",ORL,1,3,50.0,125.0,-75.0,0.0,0.00,0.0,33.3,50.0,40.0,0.3,25.0,25.0,73.85,-8.3,2017-12-23
"D. Augustin, .M. Speights, .E. Payton, .A. Payne, .J. Artis",ORL,1,3,100.0,100.0,0.0,0.0,0.00,0.0,50.0,75.0,62.5,0.2,25.0,40.3,92.90,37.5,2017-12-23
"B. Biyombo, .E. Payton, .M. Hezonja, .W. Iwundu, .J. Artis",ORL,1,2,133.3,225.0,-91.7,50.0,0.00,25.0,0.0,50.0,33.3,0.0,66.7,66.7,107.23,27.6,2017-12-23
"D. Augustin, .B. Biyombo, .A. Payne, .M. Hezonja, .W. Iwundu",ORL,1,2,100.0,133.3,-33.3,50.0,1.00,20.0,0.0,33.3,25.0,0.3,66.7,58.1,81.95,100,2017-12-23
"D. Augustin, .M. Speights, .E. Payton, .M. Hezonja, .J. Artis",ORL,1,2,50.0,75.0,-25.0,0.0,0.00,0.0,0.0,100,40.0,0.0,25.0,25.0,95.21,25.0,2017-12-23
"D. Augustin, .M. Speights, .J. Simmons, .E. Payton, .A. Payne",ORL,1,2,100.0,125.0,-25.0,100,1.00,25.0,0.0,50.0,33.3,0.3,75.0,75.0,105.00,35.7,2017-12-23
"A. Afflalo, .B. Biyombo, .J. Simmons, .E. Payton, .M. Hezonja",ORL,1,1,200.0,100.0,100.0,0.0,0.00,0.0,0.0,50.0,50.0,0.0,100,100,118.36,92.3,2017-12-23
"D. Augustin, .B. Biyombo, .J. Simmons, .A. Payne, .W. Iwundu",ORL,1,1,200.0,250.0,-50.0,100,0.00,50.0,0.0,0.0,0.0,0.0,100,100,139.35,22.2,2017-12-23
"D. Augustin, .M. Speights, .M. Hezonja, .W. Iwundu, .J. Artis",ORL,1,1,166.7,200.0,-33.3,0.0,0.00,0.0,0.0,100,50.0,0.0,83.3,83.3,120.00,32.0,2017-12-23
"A. Afflalo, .B. Biyombo, .J. Simmons, .E. Payton, .J. Artis",ORL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.20,0.0,2017-12-23
