lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"B. Griffin, .W. Johnson, .W. Reed, .T. Wallace, .M. Teodosic",LAC,1,11,128.6,127.3,1.3,75.0,9.00,30.0,0.0,58.3,33.3,0.0,65.0,64.7,90.13,52.9,2018-01-22
"L. Williams, .B. Griffin, .W. Johnson, .M. Harrell, .M. Teodosic",LAC,1,7,95.0,117.6,-22.6,100,1.20,21.4,25.0,71.4,46.7,0.3,53.8,60.7,122.03,48.5,2018-01-22
"L. Williams, .B. Griffin, .M. Harrell, .T. Wallace, .S. Thornwell",LAC,1,6,118.2,120.0,-1.8,50.0,1.00,18.8,66.7,42.9,50.0,0.3,72.2,72.2,90.62,54.5,2018-01-22
"L. Williams, .M. Harrell, .S. Dekker, .T. Wallace, .S. Thornwell",LAC,1,6,113.3,80.0,33.3,28.6,0.67,9.5,57.1,100,76.9,0.2,53.6,57.1,116.66,69.4,2018-01-22
"L. Williams, .B. Griffin, .W. Johnson, .M. Harrell, .T. Wallace",LAC,1,4,100.0,109.1,-9.1,75.0,1.50,25.0,0.0,33.3,22.2,0.2,66.7,65.4,127.94,35.0,2018-01-22
"L. Williams, .B. Griffin, .W. Johnson, .W. Reed, .T. Wallace",LAC,1,4,144.4,88.9,55.6,66.7,4.00,30.8,0.0,75.0,50.0,0.1,81.3,81.3,117.82,71.8,2018-01-22
"L. Williams, .M. Harrell, .S. Dekker, .S. Thornwell, .M. Teodosic",LAC,1,4,111.1,100.0,11.1,66.7,2.00,15.4,50.0,100,71.4,0.1,50.0,57.1,111.48,67.9,2018-01-22
"L. Williams, .B. Griffin, .M. Harrell, .S. Thornwell, .M. Teodosic",LAC,1,3,140.0,160.0,-20.0,50.0,0.00,16.7,0.0,33.3,33.3,0.0,100,75.4,92.31,50.0,2018-01-22
"B. Griffin, .W. Johnson, .M. Harrell, .T. Wallace, .S. Thornwell",LAC,1,1,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.26,0.0,2018-01-22
"L. Williams, .B. Griffin, .W. Johnson, .W. Reed, .M. Teodosic",LAC,1,1,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.20,-80.0,2018-01-22
"L. Williams, .W. Johnson, .M. Harrell, .S. Dekker, .M. Teodosic",LAC,1,1,100.0,133.3,-33.3,100,0.00,25.0,0.0,50.0,33.3,0.0,75.0,75.0,97.74,61.5,2018-01-22
"B. Griffin, .W. Johnson, .M. Harrell, .S. Thornwell, .M. Teodosic",LAC,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-01-22
"B. Griffin, .W. Johnson, .M. Harrell, .T. Wallace, .M. Teodosic",LAC,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-01-22
"L. Williams, .B. Griffin, .W. Johnson, .M. Harrell, .S. Thornwell",LAC,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-01-22
"L. Williams, .B. Griffin, .W. Johnson, .T. Wallace, .M. Teodosic",LAC,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,100,100,0.5,0.0,0.0,439.69,-33.3,2018-01-22
"L. Williams, .B. Griffin, .W. Johnson, .W. Reed, .M. Harrell",LAC,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-01-22
"J. Teague, .T. Gibson, .N. Bjelica, .A. Wiggins, .K. Towns",MIN,1,25,126.4,109.4,17.0,43.5,1.11,13.3,46.2,85.7,63.8,0.2,54.3,60.6,102.31,53.5,2018-01-22
"J. Teague, .T. Gibson, .G. Dieng, .A. Wiggins, .M. Georges-Hunt",MIN,1,6,107.1,107.1,0.0,66.7,2.00,11.1,28.6,100,44.4,0.1,33.3,56.0,117.89,50.9,2018-01-22
"N. Bjelica, .G. Dieng, .S. Muhammad, .T. Jones, .M. Georges-Hunt",MIN,1,6,80.0,100.0,-20.0,80.0,2.00,21.1,0.0,57.1,28.6,0.1,50.0,50.0,119.01,40.7,2018-01-22
"J. Teague, .T. Gibson, .A. Wiggins, .K. Towns, .M. Georges-Hunt",MIN,1,4,100.0,90.0,10.0,33.3,1.00,10.0,33.3,100,71.4,0.1,50.0,58.1,121.12,68.4,2018-01-22
"N. Bjelica, .S. Muhammad, .A. Wiggins, .T. Jones, .K. Towns",MIN,1,2,66.7,175.0,-108.3,0.0,0.00,0.0,0.0,0.0,0.0,0.3,50.0,50.0,95.09,-12.5,2018-01-22
"T. Gibson, .G. Dieng, .A. Wiggins, .T. Jones, .M. Georges-Hunt",MIN,1,2,140.0,125.0,15.0,33.3,0.00,12.5,75.0,50.0,66.7,0.0,50.0,50.0,87.75,45.5,2018-01-22
"N. Bjelica, .G. Dieng, .A. Wiggins, .T. Jones, .M. Georges-Hunt",MIN,1,1,133.3,100.0,33.3,0.0,0.00,0.0,0.0,0.0,0.0,0.3,100,100,124.68,66.7,2018-01-22
"N. Bjelica, .S. Muhammad, .T. Jones, .K. Towns, .M. Georges-Hunt",MIN,1,1,100.0,66.7,33.3,100,0.00,33.3,0.0,100,50.0,0.0,50.0,50.0,150.00,33.3,2018-01-22
"T. Gibson, .A. Wiggins, .T. Jones, .K. Towns, .M. Georges-Hunt",MIN,1,1,166.7,133.3,33.3,50.0,0.00,16.7,66.7,0.0,50.0,0.0,40.0,46.0,98.18,40.0,2018-01-22
"A. Brooks, .J. Teague, .T. Gibson, .N. Bjelica, .K. Towns",MIN,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.59,0.0,2018-01-22
"J. Teague, .N. Bjelica, .A. Wiggins, .T. Jones, .K. Towns",MIN,1,0,200.0,0.0,200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,90.9,"1,107.69",300.0,2018-01-22
"J. Teague, .N. Bjelica, .S. Muhammad, .A. Wiggins, .K. Towns",MIN,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-01-22
"T. Gibson, .N. Bjelica, .S. Muhammad, .T. Jones, .M. Georges-Hunt",MIN,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-01-22
"T. Gibson, .S. Muhammad, .T. Jones, .K. Towns, .M. Georges-Hunt",MIN,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-01-22
"M. Gasol, .T. Evans, .A. Harrison, .J. Martin, .D. Brooks",MEM,1,13,91.3,140.9,-49.6,50.0,3.00,9.7,29.4,70.0,44.4,0.0,32.6,41.0,82.65,31.8,2018-01-22
"M. Gasol, .T. Evans, .J. Martin, .M. Henry, .D. Brooks",MEM,1,7,100.0,66.7,33.3,50.0,1.00,11.8,28.6,42.9,35.7,0.2,50.0,51.4,92.52,100,2018-01-22
"M. Chalmers, .A. Harrison, .D. Davis, .M. Henry, .I. Rabb",MEM,1,4,125.0,77.8,47.2,50.0,0.00,11.1,0.0,33.3,14.3,0.0,41.7,61.0,100.74,69.6,2018-01-22
"M. Gasol, .M. Chalmers, .T. Evans, .I. Rabb, .D. Brooks",MEM,1,4,128.6,75.0,53.6,25.0,0.50,10.0,66.7,60.0,62.5,0.3,57.1,60.5,91.14,100,2018-01-22
"M. Chalmers, .T. Evans, .J. Martin, .D. Davis, .W. Selden",MEM,1,3,166.7,133.3,33.3,25.0,0.00,11.1,66.7,0.0,40.0,0.0,64.3,63.5,104.10,54.5,2018-01-22
"M. Gasol, .M. Chalmers, .T. Evans, .J. Martin, .W. Selden",MEM,1,3,133.3,83.3,50.0,33.3,0.00,12.5,50.0,100,75.0,0.0,60.0,68.0,96.00,84.0,2018-01-22
"M. Chalmers, .B. McLemore, .J. Martin, .D. Davis, .W. Selden",MEM,1,2,125.0,160.0,-35.0,0.0,0.00,0.0,0.0,0.0,0.0,0.3,100,90.6,110.77,-28.6,2018-01-22
"M. Gasol, .A. Harrison, .J. Martin, .W. Selden, .D. Brooks",MEM,1,2,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,50.0,25.0,0.5,0.0,0.0,102.86,-266.7,2018-01-22
"M. Gasol, .B. McLemore, .A. Harrison, .W. Selden, .I. Rabb",MEM,1,2,120.0,160.0,-40.0,33.3,1.00,16.7,0.0,33.3,25.0,0.2,75.0,75.0,105.11,33.3,2018-01-22
