lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"R. Lopez, .J. Holiday, .K. Dunn, .D. Valentine, .L. Markkanen",CHI,1,18,114.6,115.0,-0.4,60.0,1.71,22.6,0.0,80.0,44.4,0.2,71.9,72.4,107.45,51.7,2017-12-18
"N. Mirotic, .J. Grant, .B. Portis, .P. Zipser, .D. Nwaba",CHI,1,7,76.5,123.5,-47.1,60.0,1.00,13.0,27.3,66.7,41.2,0.2,34.4,38.5,111.53,12.1,2017-12-18
"N. Mirotic, .J. Holiday, .B. Portis, .K. Dunn, .D. Nwaba",CHI,1,5,76.9,91.7,-14.7,66.7,1.00,11.8,25.0,71.4,46.7,0.2,27.3,39.2,118.03,34.5,2017-12-18
"N. Mirotic, .J. Holiday, .J. Grant, .B. Portis, .D. Nwaba",CHI,1,4,144.4,80.0,64.4,100,3.00,25.0,0.0,100,71.4,0.1,90.0,96.2,116.43,85.7,2017-12-18
"N. Mirotic, .J. Holiday, .K. Dunn, .D. Nwaba, .L. Markkanen",CHI,1,4,200.0,100.0,100.0,42.9,0.00,25.0,0.0,75.0,50.0,0.0,106.3,96.6,106.90,83.7,2017-12-18
"J. Holiday, .B. Portis, .K. Dunn, .D. Nwaba, .L. Markkanen",CHI,1,3,83.3,150.0,-66.7,100,1.00,12.5,25.0,75.0,50.0,0.2,20.0,39.6,115.20,22.2,2017-12-18
"N. Mirotic, .J. Grant, .B. Portis, .D. Valentine, .P. Zipser",CHI,1,3,60.0,125.0,-65.0,100,1.00,11.1,60.0,100,66.7,0.2,20.0,25.5,79.51,16.7,2017-12-18
"R. Lopez, .N. Mirotic, .J. Holiday, .K. Dunn, .D. Nwaba",CHI,1,3,60.0,25.0,35.0,33.3,1.00,8.3,20.0,100,50.0,0.1,37.5,37.5,125.83,400.0,2017-12-18
"J. Holiday, .B. Portis, .K. Dunn, .D. Valentine, .L. Markkanen",CHI,1,1,100.0,166.7,-66.7,100,0.00,33.3,0.0,33.3,25.0,0.0,50.0,50.0,167.44,33.3,2017-12-18
"B. Portis, .K. Dunn, .D. Valentine, .D. Nwaba, .L. Markkanen",CHI,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.00,33.3,2017-12-18
"N. Mirotic, .B. Portis, .D. Valentine, .D. Nwaba, .L. Markkanen",CHI,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2017-12-18
"N. Mirotic, .B. Portis, .D. Valentine, .P. Zipser, .D. Nwaba",CHI,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2017-12-18
