lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"R. Lopez, .J. Holiday, .K. Dunn, .D. Valentine, .L. Markkanen",CHI,1,15,84.4,128.1,-43.8,60.0,1.00,15.4,6.7,85.7,44.8,0.2,50.0,52.2,104.85,31.1,2018-01-08
"J. Holiday, .B. Portis, .K. Dunn, .D. Valentine, .L. Markkanen",CHI,1,13,131.0,127.6,3.4,68.8,5.50,26.2,16.7,75.0,45.8,0.1,66.7,67.1,104.92,48.6,2018-01-08
"J. Grant, .B. Portis, .C. Felicio, .P. Zipser, .D. Nwaba",CHI,1,3,50.0,133.3,-83.3,0.0,0.00,0.0,40.0,50.0,42.9,0.0,16.7,16.7,85.11,-31.3,2018-01-08
"J. Grant, .B. Portis, .D. Valentine, .P. Zipser, .D. Nwaba",CHI,1,3,157.1,85.7,71.4,50.0,0.00,22.2,0.0,33.3,20.0,0.0,75.0,79.9,101.82,82.6,2018-01-08
"J. Holiday, .J. Grant, .B. Portis, .D. Nwaba, .L. Markkanen",CHI,1,3,40.0,100.0,-60.0,0.0,0.00,0.0,25.0,50.0,33.3,0.2,20.0,20.0,94.12,-20.0,2018-01-08
"J. Holiday, .J. Grant, .B. Portis, .C. Felicio, .D. Nwaba",CHI,1,2,180.0,100.0,80.0,100,0.00,28.6,0.0,80.0,66.7,0.0,83.3,94.5,126.54,104.3,2018-01-08
"J. Holiday, .J. Grant, .B. Portis, .D. Valentine, .L. Markkanen",CHI,1,2,125.0,0.0,125.0,50.0,1.00,20.0,0.0,66.7,66.7,0.3,100,86.8,81.95,400.0,2018-01-08
"J. Holiday, .J. Grant, .B. Portis, .P. Zipser, .D. Nwaba",CHI,1,2,60.0,0.0,60.0,100,1.00,14.3,33.3,50.0,42.9,0.2,25.0,33.8,105.88,-50.0,2018-01-08
"J. Grant, .B. Portis, .C. Felicio, .D. Valentine, .D. Nwaba",CHI,1,1,33.3,200.0,-166.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,26.6,105.37,-16.7,2018-01-08
"J. Grant, .B. Portis, .D. Valentine, .D. Nwaba, .L. Markkanen",CHI,1,1,100.0,0.0,100.0,0.0,0.00,0.0,100,50.0,66.7,0.0,0.0,34.7,90.00,200.0,2018-01-08
"J. Holiday, .B. Portis, .K. Dunn, .D. Nwaba, .L. Markkanen",CHI,1,1,166.7,100.0,66.7,100,0.00,40.0,0.0,0.0,0.0,0.0,66.7,72.7,101.65,82.4,2018-01-08
"J. Holiday, .B. Portis, .K. Dunn, .P. Zipser, .D. Nwaba",CHI,1,1,0.0,166.7,-166.7,0.0,0.00,0.0,0.0,0.0,0.0,0.3,0.0,0.0,160.00,-28.6,2018-01-08
"J. Holiday, .J. Grant, .B. Portis, .C. Felicio, .D. Valentine",CHI,1,1,150.0,0.0,150.0,100,1.00,33.3,0.0,100,100,0.5,150.0,150.0,122.03,133.3,2018-01-08
"R. Lopez, .J. Holiday, .B. Portis, .D. Valentine, .L. Markkanen",CHI,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-01-08
"T. Ariza, .C. Paul, .E. Gordon, .R. Anderson, .C. Capela",HOU,1,15,106.3,100.0,6.3,75.0,2.25,20.5,18.8,85.7,50.0,0.1,51.9,54.9,100.07,53.2,2018-01-08
"T. Ariza, .C. Paul, .G. Green, .P. Tucker, .T. Black",HOU,1,8,81.3,100.0,-18.8,25.0,0.33,5.0,33.3,100,57.9,0.2,36.7,39.8,98.39,15.4,2018-01-08
"T. Ariza, .C. Paul, .P. Tucker, .E. Gordon, .C. Capela",HOU,1,5,90.9,160.0,-69.1,50.0,1.00,8.3,0.0,100,37.5,0.1,42.9,57.1,110.36,32.1,2018-01-08
"C. Paul, .G. Green, .P. Tucker, .E. Gordon, .R. Anderson",HOU,1,4,125.0,128.6,-3.6,66.7,0.67,16.7,66.7,60.0,62.5,0.4,58.3,64.4,99.54,69.2,2018-01-08
"T. Ariza, .G. Green, .P. Tucker, .E. Gordon, .C. Capela",HOU,1,4,180.0,45.5,134.5,83.3,0.00,31.3,25.0,100,66.7,0.0,75.0,79.5,125.48,93.0,2018-01-08
