lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"T. Chandler, .T. Warren, .D. Booker, .M. Chriss, .T. Ulis",PHX,1,11,123.1,130.8,-7.7,81.8,1.13,22.5,62.5,80.0,72.2,0.3,71.1,72.5,109.79,47.4,2017-12-31
"T. Chandler, .T. Daniels, .T. Warren, .D. Booker, .D. Bender",PHX,1,4,81.8,133.3,-51.5,50.0,1.00,6.7,33.3,50.0,36.4,0.1,22.7,35.3,126.41,-7.7,2017-12-31
"A. Len, .T. Warren, .D. Booker, .M. Chriss, .T. Ulis",PHX,1,3,144.4,42.9,101.6,25.0,1.00,9.1,33.3,100,66.7,0.1,57.1,70.7,136.33,173.3,2017-12-31
"T. Chandler, .J. Dudley, .I. Canaan, .D. Booker, .J. Jackson",PHX,1,3,100.0,80.0,20.0,50.0,0.00,10.0,60.0,33.3,50.0,0.0,33.3,36.6,94.12,80.0,2017-12-31
"A. Len, .I. Canaan, .D. Booker, .D. Bender, .J. Jackson",PHX,1,2,75.0,180.0,-105.0,100,0.00,16.7,25.0,0.0,20.0,0.0,30.0,30.0,87.57,-13.6,2017-12-31
"A. Len, .I. Canaan, .T. Daniels, .D. Bender, .J. Jackson",PHX,1,2,166.7,140.0,26.7,0.0,0.00,0.0,0.0,100,100,0.0,116.7,105.0,110.77,66.7,2017-12-31
"A. Len, .I. Canaan, .T. Daniels, .D. Booker, .D. Bender",PHX,1,2,250.0,200.0,50.0,50.0,0.00,33.3,0.0,0.0,0.0,0.0,125.0,125.0,76.60,45.5,2017-12-31
"A. Len, .I. Canaan, .T. Daniels, .T. Warren, .D. Bender",PHX,1,2,0.0,125.0,-125.0,0.0,0.00,0.0,0.0,0.0,0.0,0.3,0.0,0.0,122.55,-33.3,2017-12-31
"A. Len, .I. Canaan, .T. Warren, .D. Booker, .D. Bender",PHX,1,2,183.3,66.7,116.7,33.3,0.00,14.3,0.0,100,66.7,0.0,100,97.5,146.44,100,2017-12-31
"A. Len, .T. Daniels, .D. Bender, .T. Ulis, .J. Jackson",PHX,1,2,50.0,100.0,-50.0,0.0,0.00,0.0,25.0,50.0,33.3,0.0,20.0,20.0,122.26,-27.3,2017-12-31
"T. Chandler, .I. Canaan, .T. Daniels, .D. Booker, .D. Bender",PHX,1,2,50.0,66.7,-16.7,0.0,0.00,0.0,0.0,50.0,33.3,0.0,33.3,33.3,67.65,-200.0,2017-12-31
"T. Chandler, .J. Dudley, .T. Warren, .D. Booker, .T. Ulis",PHX,1,2,100.0,40.0,60.0,50.0,0.00,12.5,25.0,50.0,33.3,0.0,40.0,47.5,125.71,110.0,2017-12-31
"T. Chandler, .T. Daniels, .T. Warren, .D. Booker, .M. Chriss",PHX,1,2,100.0,100.0,0.0,50.0,1.00,14.3,33.3,100,66.7,0.2,50.0,50.0,99.31,45.5,2017-12-31
"T. Chandler, .T. Warren, .D. Booker, .D. Bender, .T. Ulis",PHX,1,2,0.0,33.3,-33.3,0.0,0.00,0.0,0.0,100,50.0,0.6,0.0,0.0,157.31,100,2017-12-31
"A. Len, .T. Daniels, .M. Chriss, .T. Ulis, .J. Jackson",PHX,1,1,100.0,150.0,-50.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,50.0,112.94,0.0,2017-12-31
"A. Len, .T. Daniels, .T. Warren, .D. Booker, .M. Chriss",PHX,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,50.0,33.3,0.0,0.0,0.0,82.29,200.0,2017-12-31
"T. Chandler, .I. Canaan, .T. Daniels, .T. Warren, .D. Bender",PHX,1,1,100.0,300.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,50.0,83.48,0.0,2017-12-31
"T. Chandler, .I. Canaan, .T. Daniels, .T. Warren, .M. Chriss",PHX,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.22,160.0,2017-12-31
"T. Chandler, .J. Dudley, .D. Booker, .T. Ulis, .J. Jackson",PHX,1,1,100.0,133.3,-33.3,100,0.00,33.3,0.0,0.0,0.0,0.0,50.0,50.0,97.30,30.8,2017-12-31
"A. Len, .D. Booker, .M. Chriss, .T. Ulis, .J. Jackson",PHX,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.86,0.0,2017-12-31
"A. Len, .I. Canaan, .T. Warren, .D. Booker, .M. Chriss",PHX,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,100,0.0,100,0.0,0.0,0.0,110.77,-50.0,2017-12-31
"I. Canaan, .T. Daniels, .T. Warren, .D. Bender, .M. Chriss",PHX,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2017-12-31
"T. Chandler, .J. Dudley, .I. Canaan, .T. Ulis, .J. Jackson",PHX,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2017-12-31
"T. Chandler, .J. Dudley, .T. Daniels, .T. Ulis, .J. Jackson",PHX,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.85,0.0,2017-12-31
"T. Chandler, .T. Daniels, .T. Warren, .D. Bender, .T. Ulis",PHX,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2017-12-31
