lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"B. Griffin, .I. Smith, .A. Drummond, .R. Bullock, .S. Johnson",DET,1,16,102.6,105.6,-2.9,66.7,1.14,15.4,33.3,70.8,54.8,0.2,48.3,56.2,108.29,53.6,2018-02-12
"J. Nelson, .A. Tolliver, .A. Drummond, .L. Galloway, .L. Kennard",DET,1,5,90.9,80.0,10.9,75.0,0.00,21.4,0.0,80.0,33.3,0.0,50.0,50.6,110.77,58.8,2018-02-12
"J. Nelson, .B. Griffin, .E. Moreland, .L. Galloway, .S. Johnson",DET,1,5,100.0,133.3,-33.3,25.0,1.00,9.1,20.0,60.0,40.0,0.1,44.4,47.7,95.29,40.5,2018-02-12
"A. Tolliver, .I. Smith, .A. Drummond, .R. Bullock, .J. Ennis III",DET,1,4,40.0,127.3,-87.3,0.0,0.00,0.0,28.6,66.7,40.0,0.2,22.2,22.2,125.48,-36.0,2018-02-12
"D. Buycks, .J. Ennis III, .E. Moreland, .H. Ellenson, .L. Kennard",DET,1,3,120.0,50.0,70.0,100,0.00,25.0,66.7,80.0,72.7,0.0,37.5,33.8,78.03,100,2018-02-12
"J. Nelson, .A. Tolliver, .A. Drummond, .J. Ennis III, .L. Galloway",DET,1,3,85.7,142.9,-57.1,50.0,0.00,12.5,0.0,100,37.5,0.0,42.9,42.9,123.08,26.3,2018-02-12
"J. Nelson, .B. Griffin, .A. Drummond, .R. Bullock, .S. Johnson",DET,1,3,114.3,128.6,-14.3,0.0,0.00,0.0,25.0,100,40.0,0.0,50.0,50.0,107.81,24.1,2018-02-12
"A. Tolliver, .B. Griffin, .I. Smith, .R. Bullock, .S. Johnson",DET,1,2,100.0,33.3,66.7,0.0,0.00,0.0,0.0,80.0,50.0,0.0,25.0,52.1,128.96,166.7,2018-02-12
"J. Nelson, .A. Tolliver, .A. Drummond, .R. Bullock, .L. Kennard",DET,1,2,175.0,166.7,8.3,100,2.00,33.3,0.0,100,100,0.3,150.0,121.5,103.92,57.1,2018-02-12
"B. Griffin, .I. Smith, .A. Drummond, .R. Bullock, .J. Ennis III",DET,1,1,66.7,200.0,-133.3,0.0,0.00,0.0,0.0,0.0,0.0,0.3,0.0,53.2,120.00,0.0,2018-02-12
"J. Nelson, .A. Tolliver, .B. Griffin, .J. Ennis III, .L. Galloway",DET,1,1,150.0,0.0,150.0,0.0,0.00,0.0,0.0,50.0,33.3,0.0,100,79.8,123.71,0.0,2018-02-12
"J. Nelson, .A. Tolliver, .B. Griffin, .R. Bullock, .L. Kennard",DET,1,1,0.0,266.7,-266.7,0.0,0.00,0.0,0.0,0.0,0.0,0.3,0.0,0.0,130.91,-44.4,2018-02-12
"J. Nelson, .B. Griffin, .A. Drummond, .L. Galloway, .S. Johnson",DET,1,1,50.0,0.0,50.0,0.0,0.00,0.0,75.0,100,80.0,0.0,0.0,10.2,151.58,20.0,2018-02-12
"J. Nelson, .B. Griffin, .A. Drummond, .S. Johnson, .L. Kennard",DET,1,1,66.7,100.0,-33.3,0.0,0.00,0.0,100,100,100,0.3,0.0,53.2,154.29,0.0,2018-02-12
"A. Tolliver, .A. Drummond, .R. Bullock, .J. Ennis III, .L. Galloway",DET,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"A. Tolliver, .B. Griffin, .I. Smith, .A. Drummond, .R. Bullock",DET,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"A. Tolliver, .B. Griffin, .I. Smith, .R. Bullock, .L. Kennard",DET,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.00,-100.0,2018-02-12
"A. Tolliver, .I. Smith, .A. Drummond, .R. Bullock, .S. Johnson",DET,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.71,100,2018-02-12
"B. Griffin, .D. Buycks, .R. Bullock, .S. Johnson, .H. Ellenson",DET,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"B. Griffin, .I. Smith, .R. Bullock, .S. Johnson, .H. Ellenson",DET,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.00,0.0,2018-02-12
"D. Buycks, .J. Ennis III, .E. Moreland, .S. Johnson, .H. Ellenson",DET,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"D. Buycks, .R. Bullock, .E. Moreland, .S. Johnson, .H. Ellenson",DET,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"J. Nelson, .A. Tolliver, .A. Drummond, .S. Johnson, .L. Kennard",DET,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"J. Nelson, .B. Griffin, .I. Smith, .A. Drummond, .S. Johnson",DET,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"J. Holiday, .N. Mirotic, .A. Davis, .D. Miller, .I. Clark",NOP,1,12,158.6,85.7,72.9,71.4,10.00,25.0,9.1,72.2,48.3,0.0,68.0,76.0,110.95,85.6,2018-02-12
"E. Okafor, .R. Rondo, .J. Holiday, .E. Moore, .A. Davis",NOP,1,10,95.5,104.5,-9.1,66.7,2.00,17.1,41.2,63.6,50.0,0.1,40.4,40.4,103.87,37.8,2018-02-12
"R. Rondo, .N. Mirotic, .D. Miller, .I. Clark, .C. Diallo",NOP,1,6,116.7,115.4,1.3,66.7,2.00,23.5,25.0,85.7,63.6,0.2,70.0,70.0,93.43,48.3,2018-02-12
"R. Rondo, .J. Holiday, .D. Liggins, .A. Davis, .C. Diallo",NOP,1,3,142.9,50.0,92.9,40.0,0.00,22.2,0.0,100,60.0,0.0,71.4,71.4,105.88,130.0,2018-02-12
"R. Rondo, .N. Mirotic, .A. Davis, .D. Miller, .I. Clark",NOP,1,3,77.8,137.5,-59.7,100,1.50,25.0,25.0,100,62.5,0.2,50.0,50.0,119.47,35.3,2018-02-12
"J. Holiday, .D. Liggins, .A. Davis, .I. Clark, .C. Diallo",NOP,1,2,100.0,50.0,50.0,66.7,1.00,25.0,0.0,100,83.3,0.3,75.0,75.0,133.95,100,2018-02-12
"J. Holiday, .N. Mirotic, .E. Moore, .A. Davis, .D. Miller",NOP,1,2,100.0,125.0,-25.0,100,0.00,25.0,0.0,66.7,40.0,0.0,50.0,50.0,88.42,28.6,2018-02-12
"R. Rondo, .J. Holiday, .N. Mirotic, .A. Davis, .D. Miller",NOP,1,2,0.0,100.0,-100.0,0.0,0.00,0.0,25.0,100,40.0,0.2,0.0,0.0,144.00,0.0,2018-02-12
"E. Okafor, .J. Holiday, .A. Davis, .D. Miller, .I. Clark",NOP,1,1,133.3,166.7,-33.3,100,0.00,40.0,0.0,0.0,0.0,0.0,66.7,66.7,112.21,44.4,2018-02-12
"E. Okafor, .R. Rondo, .D. Miller, .C. Diallo, .C. Cooke",NOP,1,1,0.0,0.0,0.0,0.0,0.00,0.0,50.0,33.3,40.0,0.0,0.0,0.0,61.71,37.5,2018-02-12
"E. Okafor, .R. Rondo, .D. Miller, .I. Clark, .C. Diallo",NOP,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,50.0,33.3,0.0,0.0,0.0,88.62,0.0,2018-02-12
"R. Rondo, .J. Holiday, .N. Mirotic, .D. Miller, .C. Diallo",NOP,1,1,50.0,0.0,50.0,0.0,0.00,0.0,50.0,100,66.7,0.0,0.0,20.5,127.06,0.0,2018-02-12
"R. Rondo, .J. Holiday, .N. Mirotic, .E. Moore, .A. Davis",NOP,1,1,150.0,150.0,0.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,64.7,180.00,53.8,2018-02-12
"R. Rondo, .J. Holiday, .N. Mirotic, .I. Clark, .C. Diallo",NOP,1,1,0.0,50.0,-50.0,0.0,0.00,0.0,0.0,25.0,20.0,0.5,0.0,0.0,151.58,80.0,2018-02-12
"R. Rondo, .N. Mirotic, .E. Moore, .I. Clark, .C. Diallo",NOP,1,1,100.0,100.0,0.0,100,0.00,20.0,33.3,100,50.0,0.0,37.5,37.5,110.77,14.3,2018-02-12
"E. Okafor, .J. Holiday, .D. Miller, .I. Clark, .C. Diallo",NOP,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.00,-100.0,2018-02-12
"E. Okafor, .J. Holiday, .E. Moore, .A. Davis, .I. Clark",NOP,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"J. Holiday, .N. Mirotic, .D. Miller, .I. Clark, .C. Diallo",NOP,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"R. Rondo, .J. Holiday, .A. Davis, .I. Clark, .C. Diallo",NOP,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"R. Rondo, .J. Holiday, .D. Liggins, .A. Davis, .D. Miller",NOP,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"Z. Pachulia, .K. Durant, .S. Curry, .O. Casspi, .K. Thompson",GSW,1,12,116.7,88.0,28.7,66.7,2.00,23.5,20.0,61.1,46.4,0.2,61.9,62.7,102.26,72.8,2018-02-12
"A. Iguodala, .K. Durant, .N. Young, .J. McGee, .S. Curry",GSW,1,7,127.8,94.1,33.7,75.0,3.00,22.2,42.9,70.0,58.8,0.1,64.3,67.3,113.00,80.0,2018-02-12
"D. West, .S. Livingston, .N. Young, .O. Casspi, .K. Looney",GSW,1,5,158.3,66.7,91.7,50.0,4.00,23.5,33.3,77.8,66.7,0.1,81.8,80.0,109.37,95.7,2018-02-12
"A. Iguodala, .K. Durant, .J. McGee, .S. Curry, .K. Thompson",GSW,1,3,116.7,66.7,50.0,66.7,2.00,25.0,0.0,75.0,50.0,0.2,87.5,71.7,97.08,83.3,2018-02-12
"A. Iguodala, .K. Durant, .S. Curry, .K. Looney, .P. McCaw",GSW,1,3,116.7,116.7,0.0,33.3,1.00,14.3,0.0,50.0,40.0,0.2,75.0,71.7,108.00,91.7,2018-02-12
"A. Iguodala, .N. Young, .J. McGee, .O. Casspi, .K. Looney",GSW,1,3,100.0,57.1,42.9,66.7,0.00,20.0,25.0,75.0,50.0,0.0,42.9,47.0,97.86,90.9,2018-02-12
"D. West, .S. Livingston, .A. Iguodala, .N. Young, .K. Thompson",GSW,1,3,133.3,83.3,50.0,100,2.00,25.0,0.0,100,66.7,0.2,83.3,92.6,90.95,100,2018-02-12
"D. West, .S. Livingston, .O. Casspi, .K. Thompson, .P. McCaw",GSW,1,3,157.1,100.0,57.1,100,0.00,41.7,0.0,50.0,25.0,0.0,78.6,78.6,113.90,76.1,2018-02-12
"D. West, .S. Livingston, .K. Durant, .S. Curry, .P. McCaw",GSW,1,2,100.0,40.0,60.0,100,0.00,28.6,0.0,100,50.0,0.0,50.0,50.0,113.39,66.7,2018-02-12
"D. West, .Z. Pachulia, .S. Livingston, .N. Young, .O. Casspi",GSW,1,2,50.0,0.0,50.0,100,1.00,20.0,0.0,100,75.0,0.3,50.0,50.0,84.00,180.0,2018-02-12
"Z. Pachulia, .A. Iguodala, .K. Durant, .S. Curry, .K. Thompson",GSW,1,2,100.0,200.0,-100.0,0.0,0.00,0.0,66.7,0.0,40.0,0.0,40.0,40.0,106.67,16.7,2018-02-12
"A. Iguodala, .K. Durant, .N. Young, .S. Curry, .K. Looney",GSW,1,1,150.0,0.0,150.0,100,0.00,33.3,0.0,50.0,33.3,0.0,83.3,87.2,174.55,135.7,2018-02-12
"Z. Pachulia, .A. Iguodala, .N. Young, .O. Casspi, .K. Looney",GSW,1,1,66.7,0.0,66.7,100,1.00,25.0,0.0,100,66.7,0.3,50.0,50.0,92.31,200.0,2018-02-12
"D. West, .S. Livingston, .A. Iguodala, .K. Thompson, .P. McCaw",GSW,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"D. West, .S. Livingston, .K. Durant, .O. Casspi, .P. McCaw",GSW,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"D. West, .Z. Pachulia, .N. Young, .O. Casspi, .K. Looney",GSW,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"K. Durant, .J. McGee, .S. Curry, .O. Casspi, .K. Thompson",GSW,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.00,50.0,2018-02-12
"S. Livingston, .K. Durant, .S. Curry, .K. Looney, .P. McCaw",GSW,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-02-12
"T. Chandler, .E. Payton, .T. Warren, .D. Bender, .J. Jackson",PHX,1,11,84.0,116.0,-32.0,44.4,1.33,11.4,33.3,100,57.1,0.1,36.5,38.4,106.98,29.5,2018-02-12
"A. Len, .T. Daniels, .M. Chriss, .J. Gray, .J. Jackson",PHX,1,7,88.2,133.3,-45.1,16.7,0.50,4.8,30.0,57.1,41.2,0.1,40.0,42.5,115.07,13.7,2018-02-12
"J. Dudley, .D. Bender, .J. Gray, .J. Jackson, .D. Reed",PHX,1,6,36.4,81.8,-45.5,50.0,0.50,7.7,12.5,83.3,42.9,0.2,20.0,20.0,92.36,-4.2,2018-02-12
"A. Len, .T. Daniels, .E. Payton, .T. Warren, .M. Chriss",PHX,1,5,100.0,90.0,10.0,100,0.00,18.2,20.0,100,50.0,0.0,35.7,45.7,91.91,44.0,2018-02-12
"A. Len, .T. Daniels, .E. Payton, .T. Warren, .D. Bender",PHX,1,4,137.5,100.0,37.5,60.0,3.00,21.4,60.0,33.3,45.5,0.1,55.6,55.7,91.43,85.7,2018-02-12
"J. Dudley, .E. Payton, .T. Warren, .D. Bender, .D. Reed",PHX,1,3,85.7,116.7,-31.0,0.0,0.00,0.0,25.0,50.0,33.3,0.1,33.3,43.6,106.36,31.3,2018-02-12
"T. Chandler, .T. Daniels, .E. Payton, .T. Warren, .D. Bender",PHX,1,3,116.7,180.0,-63.3,33.3,0.50,12.5,50.0,100,66.7,0.3,70.0,70.0,102.86,27.5,2018-02-12
"A. Len, .E. Payton, .T. Warren, .M. Chriss, .J. Jackson",PHX,1,2,50.0,250.0,-200.0,0.0,0.00,0.0,33.3,0.0,33.3,0.0,0.0,25.8,108.68,-3.6,2018-02-12
