,HOME,HOME_id,AWAY,AWAY_id,SEASON,GAMEDAY_FMT,weighted_ORPM_HOME,weighted_DRPM_HOME,weighted_ORPM_AWAY,weighted_DRPM_AWAY,HOMEWIN
82,CHI,1610612741,TOR,1610612761,2009,2009-01-23,-0.6362748050671538,-0.053306972052299714,-0.2193116669818137,0.7729088722219494,False
83,NOP,1610612740,POR,1610612757,2009,2008-11-14,0.12132479391774866,0.13947953850673914,-0.06435420841916052,0.14927776702388554,True
84,NYK,1610612752,PHX,1610612756,2009,2009-01-21,-0.737559196020546,-0.6050129808253631,0.882438377012201,-0.4048301901970608,True
85,NYK,1610612752,MEM,1610612763,2009,2009-01-23,-0.737559196020546,-0.6050129808253631,-1.3998185800380334,-1.1459267609828991,True
86,NYK,1610612752,HOU,1610612745,2009,2009-01-26,-0.737559196020546,-0.6050129808253631,0.3017035136516536,0.9667348907736516,True
87,NOP,1610612740,SAC,1610612758,2009,2008-11-19,0.12132479391774866,0.13947953850673914,-0.5580317133601953,-0.43591314743240256,False
88,CLE,1610612739,POR,1610612757,2009,2009-03-19,0.5221784093375936,0.6569457400521617,-0.06435420841916052,0.14927776702388554,True
89,NOP,1610612740,DAL,1610612742,2009,2009-04-12,0.12132479391774866,0.13947953850673914,0.1665666214865636,0.11397649094296047,True
90,CLE,1610612739,SAS,1610612759,2009,2009-04-05,0.5221784093375936,0.6569457400521617,-0.7627335607741805,0.5159989007378084,True
91,CLE,1610612739,DAL,1610612742,2009,2009-03-29,0.5221784093375936,0.6569457400521617,0.1665666214865636,0.11397649094296047,True
92,CLE,1610612739,TOR,1610612761,2009,2008-12-09,0.5221784093375936,0.6569457400521617,-0.2193116669818137,0.7729088722219494,True
93,NYK,1610612752,BKN,1610612751,2009,2009-03-18,-0.737559196020546,-0.6050129808253631,-0.5688830003465364,-0.2299931451098645,False
94,NYK,1610612752,CHA,1610612766,2009,2009-03-07,-0.737559196020546,-0.6050129808253631,-0.654689220217361,0.4131239990307328,False
95,NOP,1610612740,SAC,1610612758,2009,2008-12-20,0.12132479391774866,0.13947953850673914,-0.5580317133601953,-0.43591314743240256,True
96,NYK,1610612752,UTA,1610612762,2009,2008-11-09,-0.737559196020546,-0.6050129808253631,0.7933870672937184,0.14263201004248335,True
97,NYK,1610612752,DAL,1610612742,2009,2008-11-16,-0.737559196020546,-0.6050129808253631,0.1665666214865636,0.11397649094296047,False
98,NYK,1610612752,CLE,1610612739,2009,2008-11-25,-0.737559196020546,-0.6050129808253631,0.5221784093375936,0.6569457400521617,False
99,NYK,1610612752,LAC,1610612746,2009,2009-03-25,-0.737559196020546,-0.6050129808253631,-1.0334368157993936,0.4774984265172268,False
100,NYK,1610612752,WAS,1610612764,2009,2008-11-22,-0.737559196020546,-0.6050129808253631,0.31729759504737204,-0.2900268319410496,True
101,NYK,1610612752,GSW,1610612744,2009,2008-11-29,-0.737559196020546,-0.6050129808253631,0.4109090710263327,-0.5522206765303177,True
102,CLE,1610612739,LAC,1610612746,2009,2009-01-30,0.5221784093375936,0.6569457400521617,-1.0334368157993936,0.4774984265172268,True
103,NYK,1610612752,ORL,1610612753,2009,2009-03-23,-0.737559196020546,-0.6050129808253631,0.13435718891555434,0.5176711864002251,False
104,CLE,1610612739,SAC,1610612758,2009,2009-01-27,0.5221784093375936,0.6569457400521617,-0.5580317133601953,-0.43591314743240256,True
105,NOP,1610612740,LAL,1610612747,2009,2008-12-23,0.12132479391774866,0.13947953850673914,0.6640713516726304,0.5795989387472288,False
106,NYK,1610612752,MIL,1610612749,2009,2008-11-02,-0.737559196020546,-0.6050129808253631,-0.06678341678846159,-1.2597938803784086,False
107,NYK,1610612752,CHA,1610612766,2009,2008-11-05,-0.737559196020546,-0.6050129808253631,-0.654689220217361,0.4131239990307328,True
108,NYK,1610612752,OKC,1610612760,2009,2008-11-14,-0.737559196020546,-0.6050129808253631,-1.4093675315317629,-0.5438084390180415,True
109,NOP,1610612740,HOU,1610612745,2009,2008-12-26,0.12132479391774866,0.13947953850673914,0.3017035136516536,0.9667348907736516,True
110,NOP,1610612740,WAS,1610612764,2009,2008-12-30,0.12132479391774866,0.13947953850673914,0.31729759504737204,-0.2900268319410496,True
111,NYK,1610612752,ATL,1610612737,2009,2009-01-28,-0.737559196020546,-0.6050129808253631,-0.09791977961306264,-0.3957369586810878,True
112,CLE,1610612739,WAS,1610612764,2009,2009-04-08,0.5221784093375936,0.6569457400521617,0.31729759504737204,-0.2900268319410496,True
113,CLE,1610612739,MIN,1610612750,2009,2009-03-27,0.5221784093375936,0.6569457400521617,-0.7705257923141499,-0.7574856343941635,True
114,CLE,1610612739,BKN,1610612751,2009,2009-03-25,0.5221784093375936,0.6569457400521617,-0.5688830003465364,-0.2299931451098645,True
115,CLE,1610612739,BOS,1610612738,2009,2009-01-09,0.5221784093375936,0.6569457400521617,0.4614634587741986,0.7687631110262545,True
116,CLE,1610612739,PHI,1610612755,2009,2009-04-15,0.5221784093375936,0.6569457400521617,-0.44330098961901293,0.4323805799779474,False
117,CLE,1610612739,BOS,1610612738,2009,2009-04-12,0.5221784093375936,0.6569457400521617,0.4614634587741986,0.7687631110262545,True
118,CLE,1610612739,CHA,1610612766,2009,2009-01-07,0.5221784093375936,0.6569457400521617,-0.654689220217361,0.4131239990307328,True
119,NYK,1610612752,DET,1610612765,2009,2008-12-07,-0.737559196020546,-0.6050129808253631,1.0759364521155168,0.7393176942049927,True
120,CLE,1610612739,CHA,1610612766,2009,2008-10-30,0.5221784093375936,0.6569457400521617,-0.654689220217361,0.4131239990307328,True
121,CLE,1610612739,IND,1610612754,2009,2008-12-05,0.5221784093375936,0.6569457400521617,0.14051422789006807,-0.5210579006309233,True
122,NYK,1610612752,POR,1610612757,2009,2008-12-02,-0.737559196020546,-0.6050129808253631,-0.06435420841916052,0.14927776702388554,False
123,NYK,1610612752,MIA,1610612748,2009,2008-10-29,-0.737559196020546,-0.6050129808253631,-0.7240555580635527,0.2570715599134442,True
124,CLE,1610612739,NYK,1610612752,2009,2008-12-03,0.5221784093375936,0.6569457400521617,-0.737559196020546,-0.6050129808253631,True
125,CLE,1610612739,NOP,1610612740,2009,2009-01-16,0.5221784093375936,0.6569457400521617,0.12132479391774866,0.13947953850673914,True
126,NYK,1610612752,TOR,1610612761,2009,2009-04-04,-0.737559196020546,-0.6050129808253631,-0.2193116669818137,0.7729088722219494,False
127,NYK,1610612752,DEN,1610612743,2009,2008-12-28,-0.737559196020546,-0.6050129808253631,0.742307462100925,-0.5200567689258822,False
128,OKC,1610612760,NOP,1610612740,2009,2009-02-17,-1.4093675315317629,-0.5438084390180415,0.12132479391774866,0.13947953850673914,False
129,NOP,1610612740,BOS,1610612738,2009,2009-02-11,0.12132479391774866,0.13947953850673914,0.4614634587741986,0.7687631110262545,False
130,NOP,1610612740,ORL,1610612753,2009,2009-02-18,0.12132479391774866,0.13947953850673914,0.13435718891555434,0.5176711864002251,True
131,OKC,1610612760,ORL,1610612753,2009,2008-11-12,-1.4093675315317629,-0.5438084390180415,0.13435718891555434,0.5176711864002251,False
132,CLE,1610612739,MIA,1610612748,2009,2008-12-28,0.5221784093375936,0.6569457400521617,-0.7240555580635527,0.2570715599134442,True
133,CHI,1610612741,NYK,1610612752,2009,2009-04-07,-0.6362748050671538,-0.053306972052299714,-0.737559196020546,-0.6050129808253631,True
134,NOP,1610612740,SAS,1610612759,2009,2009-03-29,0.12132479391774866,0.13947953850673914,-0.7627335607741805,0.5159989007378084,True
135,NOP,1610612740,DEN,1610612743,2009,2009-03-25,0.12132479391774866,0.13947953850673914,0.742307462100925,-0.5200567689258822,False
136,OKC,1610612760,ATL,1610612737,2009,2008-11-09,-1.4093675315317629,-0.5438084390180415,-0.09791977961306264,-0.3957369586810878,False
137,OKC,1610612760,BOS,1610612738,2009,2008-11-05,-1.4093675315317629,-0.5438084390180415,0.4614634587741986,0.7687631110262545,False
138,OKC,1610612760,HOU,1610612745,2009,2008-11-17,-1.4093675315317629,-0.5438084390180415,0.3017035136516536,0.9667348907736516,False
139,NOP,1610612740,PHI,1610612755,2009,2009-01-26,0.12132479391774866,0.13947953850673914,-0.44330098961901293,0.4323805799779474,True
140,NOP,1610612740,MIL,1610612749,2009,2009-02-27,0.12132479391774866,0.13947953850673914,-0.06678341678846159,-1.2597938803784086,True
141,CHI,1610612741,ORL,1610612753,2009,2009-02-24,-0.6362748050671538,-0.053306972052299714,0.13435718891555434,0.5176711864002251,True
142,NOP,1610612740,DET,1610612765,2009,2009-02-25,0.12132479391774866,0.13947953850673914,1.0759364521155168,0.7393176942049927,True
143,CLE,1610612739,MIL,1610612749,2009,2009-03-04,0.5221784093375936,0.6569457400521617,-0.06678341678846159,-1.2597938803784086,True
144,CHI,1610612741,HOU,1610612745,2009,2009-02-28,-0.6362748050671538,-0.053306972052299714,0.3017035136516536,0.9667348907736516,True
145,CHI,1610612741,IND,1610612754,2009,2009-03-28,-0.6362748050671538,-0.053306972052299714,0.14051422789006807,-0.5210579006309233,True
146,OKC,1610612760,PHI,1610612755,2009,2009-03-08,-1.4093675315317629,-0.5438084390180415,-0.44330098961901293,0.4323805799779474,True
147,OKC,1610612760,LAC,1610612746,2009,2008-11-19,-1.4093675315317629,-0.5438084390180415,-1.0334368157993936,0.4774984265172268,False
148,CLE,1610612739,WAS,1610612764,2009,2008-12-25,0.5221784093375936,0.6569457400521617,0.31729759504737204,-0.2900268319410496,True
149,OKC,1610612760,POR,1610612757,2009,2009-02-06,-1.4093675315317629,-0.5438084390180415,-0.06435420841916052,0.14927776702388554,True
150,OKC,1610612760,DEN,1610612743,2009,2009-02-04,-1.4093675315317629,-0.5438084390180415,0.742307462100925,-0.5200567689258822,False
151,OKC,1610612760,PHX,1610612756,2009,2008-11-25,-1.4093675315317629,-0.5438084390180415,0.882438377012201,-0.4048301901970608,False
152,OKC,1610612760,LAL,1610612747,2009,2009-02-24,-1.4093675315317629,-0.5438084390180415,0.6640713516726304,0.5795989387472288,False
153,CHI,1610612741,DET,1610612765,2009,2009-02-10,-0.6362748050671538,-0.053306972052299714,1.0759364521155168,0.7393176942049927,True
154,BKN,1610612751,NOP,1610612740,2009,2009-03-01,-0.5688830003465364,-0.2299931451098645,0.12132479391774866,0.13947953850673914,False
155,BKN,1610612751,BOS,1610612738,2009,2009-03-04,-0.5688830003465364,-0.2299931451098645,0.4614634587741986,0.7687631110262545,False
156,OKC,1610612760,WAS,1610612764,2009,2009-03-04,-1.4093675315317629,-0.5438084390180415,0.31729759504737204,-0.2900268319410496,True
157,BKN,1610612751,MEM,1610612763,2009,2009-01-07,-0.5688830003465364,-0.2299931451098645,-1.3998185800380334,-1.1459267609828991,True
158,BKN,1610612751,WAS,1610612764,2009,2008-12-02,-0.5688830003465364,-0.2299931451098645,0.31729759504737204,-0.2900268319410496,False
159,CHI,1610612741,PHI,1610612755,2009,2009-04-09,-0.6362748050671538,-0.053306972052299714,-0.44330098961901293,0.4323805799779474,True
160,CHI,1610612741,MIA,1610612748,2009,2009-03-26,-0.6362748050671538,-0.053306972052299714,-0.7240555580635527,0.2570715599134442,True
161,OKC,1610612760,DAL,1610612742,2009,2009-03-02,-1.4093675315317629,-0.5438084390180415,0.1665666214865636,0.11397649094296047,True
162,OKC,1610612760,NOP,1610612740,2009,2008-11-21,-1.4093675315317629,-0.5438084390180415,0.12132479391774866,0.13947953850673914,False
163,BKN,1610612751,SAC,1610612758,2009,2009-01-05,-0.5688830003465364,-0.2299931451098645,-0.5580317133601953,-0.43591314743240256,True
164,CLE,1610612739,HOU,1610612745,2009,2008-12-23,0.5221784093375936,0.6569457400521617,0.3017035136516536,0.9667348907736516,True
165,CHI,1610612741,CHA,1610612766,2009,2009-04-11,-0.6362748050671538,-0.053306972052299714,-0.654689220217361,0.4131239990307328,True
166,OKC,1610612760,CHA,1610612766,2009,2009-04-10,-1.4093675315317629,-0.5438084390180415,-0.654689220217361,0.4131239990307328,True
167,NOP,1610612740,NYK,1610612752,2009,2009-01-12,0.12132479391774866,0.13947953850673914,-0.737559196020546,-0.6050129808253631,False
168,NOP,1610612740,MEM,1610612763,2009,2009-03-20,0.12132479391774866,0.13947953850673914,-1.3998185800380334,-1.1459267609828991,True
169,NOP,1610612740,PHX,1610612756,2009,2009-04-08,0.12132479391774866,0.13947953850673914,0.882438377012201,-0.4048301901970608,False
170,NYK,1610612752,TOR,1610612761,2009,2009-02-20,-0.737559196020546,-0.6050129808253631,-0.2193116669818137,0.7729088722219494,True
171,CHI,1610612741,ATL,1610612737,2009,2009-01-20,-0.6362748050671538,-0.053306972052299714,-0.09791977961306264,-0.3957369586810878,False
172,CHI,1610612741,LAL,1610612747,2009,2009-03-21,-0.6362748050671538,-0.053306972052299714,0.6640713516726304,0.5795989387472288,False
173,CHI,1610612741,BOS,1610612738,2009,2009-03-17,-0.6362748050671538,-0.053306972052299714,0.4614634587741986,0.7687631110262545,True
174,NOP,1610612740,GSW,1610612744,2009,2009-01-30,0.12132479391774866,0.13947953850673914,0.4109090710263327,-0.5522206765303177,False
175,CHI,1610612741,DAL,1610612742,2009,2008-11-13,-0.6362748050671538,-0.053306972052299714,0.1665666214865636,0.11397649094296047,True
176,CHI,1610612741,CLE,1610612739,2009,2009-01-15,-0.6362748050671538,-0.053306972052299714,0.5221784093375936,0.6569457400521617,True
177,CLE,1610612739,PHI,1610612755,2009,2008-12-12,0.5221784093375936,0.6569457400521617,-0.44330098961901293,0.4323805799779474,True
178,NOP,1610612740,GSW,1610612744,2009,2009-03-22,0.12132479391774866,0.13947953850673914,0.4109090710263327,-0.5522206765303177,True
179,CHI,1610612741,POR,1610612757,2009,2009-01-12,-0.6362748050671538,-0.053306972052299714,-0.06435420841916052,0.14927776702388554,False
180,NYK,1610612752,BOS,1610612738,2009,2009-02-06,-0.737559196020546,-0.6050129808253631,0.4614634587741986,0.7687631110262545,False
181,CHI,1610612741,IND,1610612754,2009,2008-11-15,-0.6362748050671538,-0.053306972052299714,0.14051422789006807,-0.5210579006309233,True
182,NYK,1610612752,LAL,1610612747,2009,2009-02-02,-0.737559196020546,-0.6050129808253631,0.6640713516726304,0.5795989387472288,False
183,NYK,1610612752,CLE,1610612739,2009,2009-02-04,-0.737559196020546,-0.6050129808253631,0.5221784093375936,0.6569457400521617,False
184,CHI,1610612741,SAS,1610612759,2009,2009-01-17,-0.6362748050671538,-0.053306972052299714,-0.7627335607741805,0.5159989007378084,False
185,NYK,1610612752,IND,1610612754,2009,2009-01-02,-0.737559196020546,-0.6050129808253631,0.14051422789006807,-0.5210579006309233,False
186,NYK,1610612752,SAS,1610612759,2009,2009-02-17,-0.737559196020546,-0.6050129808253631,-0.7627335607741805,0.5159989007378084,True
187,NOP,1610612740,LAC,1610612746,2009,2009-01-09,0.12132479391774866,0.13947953850673914,-1.0334368157993936,0.4774984265172268,True
188,NYK,1610612752,ORL,1610612753,2009,2009-02-25,-0.737559196020546,-0.6050129808253631,0.13435718891555434,0.5176711864002251,False
189,NOP,1610612740,CHI,1610612741,2009,2009-02-04,0.12132479391774866,0.13947953850673914,-0.6362748050671538,-0.053306972052299714,False
190,NOP,1610612740,POR,1610612757,2009,2009-02-02,0.12132479391774866,0.13947953850673914,-0.06435420841916052,0.14927776702388554,False
191,NOP,1610612740,BKN,1610612751,2009,2009-01-21,0.12132479391774866,0.13947953850673914,-0.5688830003465364,-0.2299931451098645,True
192,CHI,1610612741,MIA,1610612748,2009,2009-02-12,-0.6362748050671538,-0.053306972052299714,-0.7240555580635527,0.2570715599134442,False
193,NOP,1610612740,IND,1610612754,2009,2009-01-19,0.12132479391774866,0.13947953850673914,0.14051422789006807,-0.5210579006309233,True
194,NYK,1610612752,ATL,1610612737,2009,2009-03-04,-0.737559196020546,-0.6050129808253631,-0.09791977961306264,-0.3957369586810878,True
195,NOP,1610612740,HOU,1610612745,2009,2009-03-16,0.12132479391774866,0.13947953850673914,0.3017035136516536,0.9667348907736516,False
196,CHI,1610612741,DEN,1610612743,2009,2009-02-20,-0.6362748050671538,-0.053306972052299714,0.742307462100925,-0.5200567689258822,True
