lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"B. Wallace, .R. Hamilton, .T. Prince, .R. Stuckey, .J. Jerebko",DET,1,21,107.1,88.1,19.0,45.0,1.29,14.8,41.7,78.9,58.1,0.2,51.3,50.7,98.26,56.6,2010-02-27
"T. Prince, .B. Gordon, .C. Villanueva, .J. Maxiell, .R. Stuckey",DET,1,8,83.3,76.5,6.9,66.7,1.00,16.7,22.2,100,56.3,0.2,40.0,44.7,109.57,55.8,2010-02-27
"R. Hamilton, .B. Gordon, .J. Maxiell, .W. Bynum, .J. Jerebko",DET,1,4,66.7,30.0,36.7,100,0.50,8.3,50.0,71.4,61.5,0.2,25.0,34.7,115.44,-133.3,2010-02-27
"T. Prince, .B. Gordon, .C. Villanueva, .J. Maxiell, .W. Bynum",DET,1,4,66.7,144.4,-77.8,0.0,0.00,0.0,33.3,75.0,57.1,0.3,50.0,50.0,107.11,6.5,2010-02-27
"B. Wallace, .R. Hamilton, .T. Prince, .W. Bynum, .J. Jerebko",DET,1,3,66.7,128.6,-61.9,0.0,0.00,0.0,33.3,100,60.0,0.3,40.0,40.0,95.03,4.3,2010-02-27
"B. Wallace, .T. Prince, .B. Gordon, .C. Villanueva, .R. Stuckey",DET,1,2,225.0,60.0,165.0,50.0,0.00,33.3,0.0,40.0,40.0,0.0,112.5,112.5,96.00,110.0,2010-02-27
"R. Hamilton, .T. Prince, .C. Villanueva, .J. Maxiell, .R. Stuckey",DET,1,2,0.0,100.0,-100.0,0.0,0.00,0.0,33.3,25.0,28.6,0.3,0.0,0.0,82.29,160.0,2010-02-27
"R. Hamilton, .T. Prince, .J. Maxiell, .W. Bynum, .J. Jerebko",DET,1,2,40.0,80.0,-40.0,0.0,0.00,0.0,50.0,100,75.0,0.6,33.3,33.3,139.81,-14.3,2010-02-27
"B. Wallace, .R. Hamilton, .T. Prince, .B. Gordon, .R. Stuckey",DET,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,100,40.0,0.0,0.0,0.0,204.26,200.0,2010-02-27
"B. Wallace, .R. Hamilton, .T. Prince, .C. Villanueva, .R. Stuckey",DET,1,1,0.0,125.0,-125.0,0.0,0.00,0.0,0.0,100,33.3,0.3,0.0,0.0,150.20,-200.0,2010-02-27
"B. Wallace, .R. Hamilton, .T. Prince, .J. Maxiell, .R. Stuckey",DET,1,1,25.0,66.7,-41.7,0.0,0.00,0.0,0.0,100,33.3,0.0,0.0,28.4,197.65,0.0,2010-02-27
"R. Hamilton, .T. Prince, .C. Villanueva, .R. Stuckey, .J. Jerebko",DET,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2010-02-27
"R. Hamilton, .T. Prince, .J. Maxiell, .R. Stuckey, .J. Jerebko",DET,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2010-02-27
"T. Prince, .B. Gordon, .C. Villanueva, .R. Stuckey, .J. Jerebko",DET,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2010-02-27
"T. Murphy, .E. Watson, .T. Ford, .D. Granger, .B. Rush",IND,1,18,94.6,113.9,-19.3,57.1,1.00,17.0,14.3,66.7,41.4,0.2,55.4,58.8,95.39,43.5,2010-02-27
"T. Murphy, .T. Ford, .D. Jones, .D. Granger, .L. Head",IND,1,5,91.7,75.0,16.7,100,2.00,23.5,20.0,50.0,38.5,0.2,56.3,56.4,105.37,87.0,2010-02-27
"E. Watson, .T. Ford, .D. Jones, .B. Rush, .R. Hibbert",IND,1,4,112.5,85.7,26.8,66.7,2.00,16.7,50.0,33.3,42.9,0.1,42.9,51.4,86.06,81.0,2010-02-27
"M. Dunleavy, .T. Ford, .D. Jones, .L. Head, .R. Hibbert",IND,1,4,171.4,114.3,57.1,50.0,0.00,15.4,80.0,100,83.3,0.0,44.4,55.8,95.55,79.3,2010-02-27
"T. Murphy, .T. Ford, .D. Granger, .L. Head, .B. Rush",IND,1,3,120.0,100.0,20.0,33.3,0.00,16.7,0.0,50.0,25.0,0.0,60.0,60.0,81.82,66.7,2010-02-27
"E. Watson, .D. Granger, .L. Head, .B. Rush, .R. Hibbert",IND,1,2,125.0,40.0,85.0,100,0.00,33.3,0.0,100,66.7,0.0,50.0,56.3,132.24,100,2010-02-27
"E. Watson, .D. Jones, .L. Head, .B. Rush, .R. Hibbert",IND,1,2,100.0,50.0,50.0,100,2.00,33.3,0.0,100,50.0,0.3,66.7,66.7,89.30,100,2010-02-27
"E. Watson, .T. Ford, .D. Granger, .B. Rush, .R. Hibbert",IND,1,2,100.0,60.0,40.0,0.0,0.00,0.0,0.0,66.7,66.7,0.5,0.0,113.6,105.37,-133.3,2010-02-27
"T. Murphy, .E. Watson, .D. Jones, .D. Granger, .B. Rush",IND,1,2,75.0,75.0,0.0,0.0,0.00,0.0,33.3,0.0,20.0,0.3,0.0,34.7,90.71,100,2010-02-27
"T. Murphy, .E. Watson, .T. Ford, .B. Rush, .R. Hibbert",IND,1,2,140.0,50.0,90.0,66.7,2.00,28.6,0.0,100,75.0,0.2,87.5,87.5,141.43,90.9,2010-02-27
"E. Watson, .M. Dunleavy, .D. Granger, .L. Head, .R. Hibbert",IND,1,1,100.0,100.0,0.0,0.0,0.00,0.0,0.0,100,100,0.5,0.0,113.6,101.05,0.0,2010-02-27
"E. Watson, .T. Ford, .D. Jones, .D. Granger, .R. Hibbert",IND,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.90,100,2010-02-27
"T. Ford, .D. Jones, .D. Granger, .L. Head, .R. Hibbert",IND,1,1,200.0,100.0,100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,113.6,68.57,80.0,2010-02-27
"T. Ford, .D. Jones, .L. Head, .B. Rush, .R. Hibbert",IND,1,1,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.86,-100.0,2010-02-27
"E. Watson, .D. Jones, .D. Granger, .L. Head, .R. Hibbert",IND,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,100,1.0,0.0,0.0,180.00,0.0,2010-02-27
