lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"C. Watson, .S. Ibaka, .N. Vucevic, .E. Payton, .A. Gordon",ORL,1,16,86.8,121.1,-34.2,75.0,1.71,24.0,0.0,53.3,27.6,0.2,56.9,55.2,112.66,40.8,2017-01-22
"J. Green, .B. Biyombo, .E. Payton, .A. Gordon, .M. Hezonja",ORL,1,6,80.0,177.8,-97.8,66.7,2.00,12.5,54.5,42.9,50.0,0.1,29.2,29.1,77.73,2.8,2017-01-22
"J. Green, .C. Watson, .B. Biyombo, .E. Payton, .M. Hezonja",ORL,1,5,160.0,40.0,120.0,57.1,0.00,26.7,20.0,85.7,58.3,0.0,68.2,67.3,103.60,123.3,2017-01-22
"J. Green, .C. Watson, .N. Vucevic, .E. Payton, .A. Gordon",ORL,1,5,111.1,133.3,-22.2,50.0,2.00,18.2,0.0,50.0,16.7,0.1,62.5,62.5,95.29,37.8,2017-01-22
"C. Watson, .B. Biyombo, .D. Rudez, .A. Brown, .M. Hezonja",ORL,1,4,144.4,77.8,66.7,40.0,2.00,12.5,71.4,80.0,75.0,0.1,45.5,49.2,96.36,83.9,2017-01-22
"J. Green, .C. Watson, .B. Biyombo, .A. Gordon, .M. Hezonja",ORL,1,3,16.7,100.0,-83.3,0.0,0.00,0.0,0.0,75.0,37.5,0.3,0.0,12.9,104.58,-66.7,2017-01-22
"J. Green, .C. Watson, .S. Ibaka, .N. Vucevic, .E. Payton",ORL,1,2,133.3,100.0,33.3,0.0,0.00,0.0,50.0,100,66.7,0.0,50.0,50.0,87.27,42.9,2017-01-22
"J. Green, .D. Augustin, .B. Biyombo, .E. Payton, .A. Gordon",ORL,1,2,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,33.3,14.3,0.0,0.0,0.0,88.62,-62.5,2017-01-22
"J. Green, .S. Ibaka, .B. Biyombo, .E. Payton, .M. Hezonja",ORL,1,2,83.3,128.6,-45.2,50.0,0.00,14.3,0.0,100,42.9,0.0,41.7,41.7,145.12,20.0,2017-01-22
"J. Green, .C. Watson, .D. Augustin, .B. Biyombo, .M. Hezonja",ORL,1,1,100.0,0.0,100.0,100,0.00,20.0,50.0,100,66.7,0.0,50.0,50.0,93.51,140.0,2017-01-22
"J. Green, .C. Watson, .S. Ibaka, .E. Payton, .A. Gordon",ORL,1,1,150.0,150.0,0.0,100,0.00,33.3,0.0,0.0,0.0,0.0,50.0,61.5,135.21,40.0,2017-01-22
"J. Green, .D. Augustin, .N. Vucevic, .E. Payton, .A. Gordon",ORL,1,1,66.7,233.3,-166.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,33.3,33.3,106.67,-10.0,2017-01-22
"C. Watson, .B. Biyombo, .A. Gordon, .D. Rudez, .M. Hezonja",ORL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2017-01-22
"C. Watson, .S. Ibaka, .E. Payton, .A. Gordon, .M. Hezonja",ORL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2017-01-22
"J. Green, .C. Watson, .A. Gordon, .D. Rudez, .M. Hezonja",ORL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2017-01-22
"J. Green, .C. Watson, .E. Payton, .A. Gordon, .M. Hezonja",ORL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2017-01-22
"J. Green, .C. Watson, .N. Vucevic, .A. Gordon, .M. Hezonja",ORL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2017-01-22
"J. Green, .C. Watson, .S. Ibaka, .E. Payton, .M. Hezonja",ORL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2017-01-22
"S. Ibaka, .B. Biyombo, .E. Payton, .A. Gordon, .M. Hezonja",ORL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2017-01-22
"Z. Pachulia, .K. Durant, .S. Curry, .K. Thompson, .D. Green",GSW,1,14,109.4,93.5,15.8,75.0,0.90,19.1,50.0,92.9,73.1,0.3,64.6,65.7,105.61,56.8,2017-01-22
