lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"A. Kirilenko, .R. Bell, .A. Jefferson, .D. Williams, .P. Millsap",UTA,1,22,119.5,116.7,2.8,63.2,2.40,21.1,23.5,86.7,53.1,0.1,56.9,62.0,90.48,52.2,2010-11-26
"A. Kirilenko, .F. Elson, .A. Jefferson, .D. Williams, .C. Miles",UTA,1,4,100.0,125.0,-25.0,33.3,0.00,11.1,25.0,50.0,33.3,0.0,42.9,44.4,99.54,26.9,2010-11-26
"A. Kirilenko, .R. Bell, .A. Jefferson, .D. Williams, .C. Miles",UTA,1,4,116.7,100.0,16.7,100,2.00,25.0,0.0,60.0,42.9,0.2,62.5,71.7,83.98,55.2,2010-11-26
"E. Watson, .A. Jefferson, .D. Williams, .C. Miles, .P. Millsap",UTA,1,4,155.6,80.0,75.6,40.0,0.00,16.7,33.3,80.0,62.5,0.0,68.8,71.7,102.93,84.4,2010-11-26
"F. Elson, .E. Watson, .R. Price, .K. Fesenko, .G. Hayward",UTA,1,3,40.0,60.0,-20.0,0.0,0.00,0.0,25.0,100,62.5,0.0,20.0,20.0,86.75,42.9,2010-11-26
"A. Kirilenko, .E. Watson, .A. Jefferson, .D. Williams, .C. Miles",UTA,1,2,100.0,40.0,60.0,100,0.00,33.3,0.0,100,60.0,0.0,50.0,50.0,102.86,77.8,2010-11-26
"E. Watson, .A. Jefferson, .C. Miles, .R. Price, .P. Millsap",UTA,1,2,275.0,25.0,250.0,75.0,0.00,37.5,100,60.0,66.7,0.0,100,101.1,82.29,152.4,2010-11-26
"E. Watson, .C. Miles, .R. Price, .P. Millsap, .K. Fesenko",UTA,1,2,66.7,133.3,-66.7,100,0.00,25.0,0.0,100,33.3,0.0,33.3,33.3,84.71,0.0,2010-11-26
"A. Kirilenko, .E. Watson, .A. Jefferson, .D. Williams, .P. Millsap",UTA,1,1,200.0,100.0,100.0,0.0,0.00,0.0,0.0,50.0,50.0,0.0,100,100,72.00,83.3,2010-11-26
"A. Kirilenko, .E. Watson, .C. Miles, .R. Price, .K. Fesenko",UTA,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.5,0.0,0.0,116.76,100,2010-11-26
"A. Kirilenko, .F. Elson, .E. Watson, .C. Miles, .R. Price",UTA,1,1,0.0,66.7,-66.7,0.0,0.00,0.0,0.0,33.3,25.0,0.5,0.0,0.0,125.87,-150.0,2010-11-26
"F. Elson, .D. Williams, .C. Miles, .K. Fesenko, .G. Hayward",UTA,1,1,66.7,250.0,-183.3,0.0,0.00,0.0,100,0.0,50.0,0.3,0.0,53.2,102.86,-40.0,2010-11-26
"F. Elson, .E. Watson, .A. Jefferson, .C. Miles, .R. Price",UTA,1,1,50.0,100.0,-50.0,100,1.00,20.0,0.0,100,66.7,0.3,50.0,50.0,144.00,33.3,2010-11-26
"A. Kirilenko, .A. Jefferson, .D. Williams, .C. Miles, .R. Price",UTA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2010-11-26
"A. Kirilenko, .D. Williams, .C. Miles, .R. Price, .K. Fesenko",UTA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.44,0.0,2010-11-26
"A. Kirilenko, .E. Watson, .A. Jefferson, .C. Miles, .R. Price",UTA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2010-11-26
"A. Kirilenko, .F. Elson, .D. Williams, .C. Miles, .K. Fesenko",UTA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2010-11-26
"A. Kirilenko, .F. Elson, .E. Watson, .D. Williams, .C. Miles",UTA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2010-11-26
"F. Elson, .E. Watson, .A. Jefferson, .D. Williams, .C. Miles",UTA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2010-11-26
"F. Elson, .E. Watson, .A. Jefferson, .R. Price, .G. Hayward",UTA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,100,0.0,100,0.0,0.0,0.0,68.57,100,2010-11-26
"D. Fisher, .K. Bryant, .L. Odom, .M. World Peace, .P. Gasol",LAL,1,24,129.5,115.6,14.0,38.1,2.00,14.5,18.8,78.9,51.4,0.1,60.8,66.0,90.67,53.0,2010-11-26
"L. Odom, .P. Gasol, .M. Barnes, .S. Blake, .S. Brown",LAL,1,9,94.1,72.2,21.9,80.0,4.00,17.4,20.0,77.8,47.4,0.1,39.3,48.1,91.97,61.4,2010-11-26
"D. Fisher, .K. Bryant, .L. Odom, .P. Gasol, .S. Brown",LAL,1,3,83.3,80.0,3.3,100,0.00,12.5,50.0,66.7,57.1,0.0,25.0,43.4,92.63,73.3,2010-11-26
"D. Fisher, .K. Bryant, .M. World Peace, .P. Gasol, .M. Barnes",LAL,1,3,66.7,71.4,-4.8,0.0,0.00,0.0,25.0,100,50.0,0.0,20.0,34.0,112.77,25.0,2010-11-26
"L. Odom, .M. Barnes, .S. Blake, .S. Brown, .D. Caracter",LAL,1,3,60.0,183.3,-123.3,0.0,0.00,0.0,20.0,33.3,25.0,0.0,16.7,23.3,85.16,-16.7,2010-11-26
