lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"J. Posey, .M. Dunleavy, .T. Ford, .S. Jones, .B. Rush",IND,1,9,105.3,89.5,15.8,77.8,2.33,25.9,12.5,81.8,52.6,0.2,58.8,58.8,96.85,65.4,2010-12-26
"M. Dunleavy, .D. Granger, .J. McRoberts, .R. Hibbert, .D. Collison",IND,1,8,82.4,118.8,-36.4,83.3,1.67,21.7,12.5,75.0,43.8,0.2,50.0,50.0,103.30,33.8,2010-12-26
"D. Granger, .B. Rush, .R. Hibbert, .T. Hansbrough, .D. Collison",IND,1,6,116.7,138.5,-21.8,0.0,0.00,0.0,44.4,75.0,53.8,0.1,30.0,47.2,94.09,24.4,2010-12-26
"J. Foster, .T. Ford, .D. Granger, .B. Rush, .R. Hibbert",IND,1,5,58.3,76.9,-18.6,100,1.50,17.6,28.6,83.3,53.8,0.2,35.0,35.0,113.21,45.5,2010-12-26
"J. Posey, .J. Foster, .M. Dunleavy, .T. Ford, .D. Granger",IND,1,5,72.7,75.0,-2.3,50.0,0.00,6.7,27.3,100,52.9,0.0,20.8,29.1,115.40,30.0,2010-12-26
"J. Foster, .D. Granger, .B. Rush, .R. Hibbert, .D. Collison",IND,1,4,66.7,81.8,-15.2,33.3,0.33,7.7,0.0,100,60.0,0.3,42.9,50.8,123.12,44.4,2010-12-26
"J. Foster, .M. Dunleavy, .D. Granger, .R. Hibbert, .D. Collison",IND,1,3,128.6,85.7,42.9,66.7,0.00,22.2,0.0,75.0,42.9,0.0,70.0,66.6,109.57,77.8,2010-12-26
"M. Dunleavy, .D. Granger, .R. Hibbert, .T. Hansbrough, .D. Collison",IND,1,2,80.0,50.0,30.0,100,0.00,12.5,40.0,100,62.5,0.0,16.7,29.1,106.31,100,2010-12-26
"J. Posey, .D. Granger, .B. Rush, .R. Hibbert, .D. Collison",IND,1,1,0.0,233.3,-233.3,0.0,0.00,0.0,33.3,0.0,33.3,0.3,0.0,0.0,115.86,-46.7,2010-12-26
"J. Posey, .D. Granger, .S. Jones, .B. Rush, .D. Collison",IND,1,1,100.0,0.0,100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,56.8,77.84,0.0,2010-12-26
