lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"G. Henderson, .B. Biyombo, .M. Kidd-Gilchrist, .B. Roberts, .C. Zeller",CHA,1,18,81.8,91.2,-9.4,54.5,3.00,13.3,25.0,84.6,45.9,0.1,31.4,36.3,88.84,34.9,2015-01-17
"M. Williams, .G. Henderson, .B. Biyombo, .M. Kidd-Gilchrist, .B. Roberts",CHA,1,11,126.3,57.1,69.2,55.6,5.00,17.2,45.5,92.3,70.8,0.1,47.5,52.0,87.21,96.4,2015-01-17
"M. Williams, .J. Maxiell, .L. Stephenson, .G. Neal, .P. Hairston",CHA,1,6,100.0,57.1,42.9,16.7,0.00,6.3,14.3,85.7,50.0,0.0,46.2,50.4,103.92,84.4,2015-01-17
"M. Williams, .L. Stephenson, .B. Biyombo, .M. Kidd-Gilchrist, .B. Roberts",CHA,1,6,23.1,30.8,-7.7,100,0.25,6.3,22.2,100,53.3,0.3,11.1,13.9,109.15,142.9,2015-01-17
"J. Maxiell, .L. Stephenson, .G. Neal, .C. Zeller, .P. Hairston",CHA,1,4,37.5,85.7,-48.2,100,0.00,10.0,16.7,66.7,33.3,0.0,14.3,19.0,92.70,0.0,2015-01-17
"M. Williams, .J. Maxiell, .L. Stephenson, .B. Roberts, .P. Hairston",CHA,1,3,100.0,42.9,57.1,66.7,0.00,18.2,57.1,83.3,69.2,0.0,38.9,37.1,100.80,94.1,2015-01-17
"J. Maxiell, .G. Henderson, .G. Neal, .C. Zeller, .P. Hairston",CHA,1,2,0.0,40.0,-40.0,0.0,0.00,0.0,0.0,75.0,37.5,0.0,0.0,0.0,102.05,-400.0,2015-01-17
"G. Henderson, .G. Neal, .B. Biyombo, .M. Kidd-Gilchrist, .C. Zeller",CHA,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,33.3,0.0,0.0,0.0,108.68,75.0,2015-01-17
"M. Williams, .G. Henderson, .M. Kidd-Gilchrist, .B. Roberts, .C. Zeller",CHA,1,1,66.7,100.0,-33.3,0.0,0.00,0.0,0.0,66.7,50.0,0.0,0.0,56.8,257.14,80.0,2015-01-17
"G. Henderson, .G. Neal, .B. Biyombo, .C. Zeller, .P. Hairston",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2015-01-17
"G. Henderson, .G. Neal, .M. Kidd-Gilchrist, .B. Roberts, .C. Zeller",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2015-01-17
"G. Henderson, .G. Neal, .M. Kidd-Gilchrist, .C. Zeller, .P. Hairston",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2015-01-17
"G. Henderson, .L. Stephenson, .B. Biyombo, .M. Kidd-Gilchrist, .B. Roberts",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2015-01-17
"J. Maxiell, .G. Neal, .B. Biyombo, .C. Zeller, .P. Hairston",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2015-01-17
"M. Williams, .G. Henderson, .G. Neal, .B. Biyombo, .B. Roberts",CHA,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.46,-200.0,2015-01-17
"M. Williams, .G. Henderson, .G. Neal, .B. Roberts, .C. Zeller",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.85,0.0,2015-01-17
