lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"D. Howard, .M. Williams, .N. Batum, .K. Walker, .M. Kidd-Gilchrist",CHA,1,19,102.6,125.6,-23.1,60.0,1.29,17.3,22.2,70.0,47.4,0.2,51.6,55.6,96.16,42.9,2018-03-31
"F. Kaminsky, .W. Hernangomez, .T. Graham, .M. Monk, .D. Bacon",CHA,1,12,115.4,116.7,-1.3,81.8,3.00,23.1,40.0,81.8,61.9,0.1,59.5,61.2,96.13,53.6,2018-03-31
"D. Howard, .M. Williams, .N. Batum, .K. Walker, .M. Monk",CHA,1,3,80.0,100.0,-20.0,50.0,0.00,14.3,25.0,100,40.0,0.0,33.3,33.3,85.21,26.3,2018-03-31
"D. Howard, .M. Williams, .N. Batum, .K. Walker, .D. Bacon",CHA,1,2,50.0,75.0,-25.0,0.0,0.00,0.0,0.0,66.7,66.7,0.5,0.0,113.6,110.77,83.3,2018-03-31
"D. Howard, .N. Batum, .F. Kaminsky, .M. Monk, .D. Bacon",CHA,1,2,40.0,175.0,-135.0,0.0,0.00,0.0,0.0,100,50.0,0.2,100,100,122.26,16.7,2018-03-31
"D. Howard, .N. Batum, .K. Walker, .F. Kaminsky, .M. Monk",CHA,1,2,80.0,83.3,-3.3,100,0.00,22.2,40.0,100,62.5,0.0,33.3,29.1,109.24,10.0,2018-03-31
"D. Howard, .N. Batum, .K. Walker, .M. Kidd-Gilchrist, .F. Kaminsky",CHA,1,2,33.3,166.7,-133.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,18.1,87.27,-800.0,2018-03-31
"J. Stone, .F. Kaminsky, .W. Hernangomez, .T. Graham, .M. Monk",CHA,1,2,66.7,66.7,0.0,0.0,0.00,0.0,0.0,100,50.0,0.3,0.0,53.2,83.08,25.0,2018-03-31
"K. Walker, .F. Kaminsky, .W. Hernangomez, .T. Graham, .M. Monk",CHA,1,2,33.3,60.0,-26.7,0.0,0.00,0.0,50.0,66.7,57.1,0.3,25.0,25.0,128.78,28.6,2018-03-31
"D. Howard, .N. Batum, .K. Walker, .F. Kaminsky, .D. Bacon",CHA,1,1,100.0,0.0,100.0,0.0,0.00,0.0,100,100,100,0.3,66.7,66.7,130.91,233.3,2018-03-31
"D. Howard, .F. Kaminsky, .T. Graham, .M. Monk, .D. Bacon",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-03-31
"D. Howard, .F. Kaminsky, .W. Hernangomez, .M. Monk, .D. Bacon",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-03-31
"D. Howard, .K. Walker, .F. Kaminsky, .M. Monk, .D. Bacon",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-03-31
"D. Howard, .K. Walker, .F. Kaminsky, .W. Hernangomez, .M. Monk",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-03-31
"D. Howard, .M. Williams, .K. Walker, .J. Stone, .M. Monk",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-03-31
"D. Howard, .M. Williams, .N. Batum, .K. Walker, .F. Kaminsky",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-03-31
"K. Walker, .F. Kaminsky, .W. Hernangomez, .M. Monk, .D. Bacon",CHA,1,0,100.0,0.0,100.0,100,0.00,33.3,0.0,100,50.0,0.0,50.0,50.0,230.40,100,2018-03-31
"M. Williams, .J. Stone, .F. Kaminsky, .W. Hernangomez, .M. Monk",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-03-31
"M. Williams, .K. Walker, .J. Stone, .W. Hernangomez, .M. Monk",CHA,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2018-03-31
"D. Dedmon, .T. Prince, .D. Lee, .I. Taylor, .J. Collins",ATL,1,10,60.0,119.0,-59.0,80.0,1.33,15.4,14.3,81.8,44.0,0.2,28.9,30.9,94.46,9.6,2018-04-01
"M. Plumlee, .M. Muscala, .J. Magette, .D. Bembry, .T. Dorsey",ATL,1,6,107.1,76.9,30.2,85.7,6.00,28.6,20.0,100,69.2,0.1,62.5,62.5,109.83,78.2,2018-04-01
"M. Plumlee, .D. Dedmon, .M. Muscala, .J. Magette, .T. Prince",ATL,1,4,125.0,111.1,13.9,100,4.00,28.6,40.0,100,66.7,0.1,55.6,55.6,94.15,52.8,2018-04-01
"D. Dedmon, .D. Bembry, .D. Lee, .I. Taylor, .J. Collins",ATL,1,3,57.1,71.4,-14.3,50.0,1.00,11.1,25.0,80.0,55.6,0.1,33.3,33.3,108.97,55.6,2018-04-01
"D. Dedmon, .D. Lee, .I. Taylor, .J. Collins, .T. Dorsey",ATL,1,3,100.0,85.7,14.3,66.7,1.00,22.2,0.0,100,66.7,0.3,70.0,70.0,106.11,68.0,2018-04-01
"D. Dedmon, .M. Muscala, .I. Taylor, .J. Collins, .T. Dorsey",ATL,1,3,180.0,240.0,-60.0,100,0.00,44.4,0.0,0.0,0.0,0.0,112.5,112.5,83.72,48.2,2018-04-01
"D. Dedmon, .M. Muscala, .D. Lee, .I. Taylor, .J. Collins",ATL,1,2,0.0,0.0,0.0,0.0,0.00,0.0,50.0,50.0,50.0,0.5,0.0,0.0,73.47,20.0,2018-04-01
"D. Dedmon, .M. Muscala, .J. Magette, .J. Collins, .T. Dorsey",ATL,1,2,200.0,0.0,200.0,66.7,2.00,33.3,0.0,100,100,0.3,133.3,133.3,135.00,144.4,2018-04-01
"D. Dedmon, .T. Prince, .D. Bembry, .I. Taylor, .J. Collins",ATL,1,2,175.0,100.0,75.0,66.7,0.00,28.6,50.0,50.0,50.0,0.0,70.0,70.0,86.62,85.0,2018-04-01
