lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"D. Nowitzki, .M. James, .C. Kaman, .O. Mayo, .J. Crowder",DAL,1,14,128.0,134.6,-6.6,64.3,3.00,25.7,12.5,53.8,38.1,0.1,72.7,72.7,87.64,50.4,2013-03-20
"V. Carter, .D. Nowitzki, .E. Brand, .A. Morrow, .D. Collison",DAL,1,8,100.0,112.5,-12.5,16.7,1.00,5.6,14.3,57.1,35.7,0.1,46.2,52.6,93.28,49.2,2013-03-20
"V. Carter, .E. Brand, .B. Wright, .O. Mayo, .D. Collison",DAL,1,7,78.6,128.6,-50.0,75.0,1.00,17.6,0.0,57.1,36.4,0.2,50.0,51.7,100.55,23.4,2013-03-20
"D. Nowitzki, .E. Brand, .M. James, .O. Mayo, .J. Crowder",DAL,1,4,114.3,133.3,-19.0,0.0,0.00,0.0,25.0,33.3,28.6,0.0,50.0,50.8,86.67,39.1,2013-03-20
"V. Carter, .D. Nowitzki, .M. James, .C. Kaman, .O. Mayo",DAL,1,3,133.3,71.4,61.9,25.0,0.00,12.5,33.3,66.7,50.0,0.0,57.1,57.1,107.59,65.0,2013-03-20
"V. Carter, .M. James, .C. Kaman, .B. Wright, .O. Mayo",DAL,1,3,200.0,40.0,160.0,50.0,0.00,25.0,50.0,60.0,57.1,0.0,75.0,77.6,93.51,116.7,2013-03-20
"V. Carter, .D. Nowitzki, .E. Brand, .M. James, .O. Mayo",DAL,1,2,0.0,150.0,-150.0,0.0,0.00,0.0,25.0,100,50.0,0.3,0.0,0.0,97.13,-33.3,2013-03-20
"B. Wright, .A. Morrow, .B. James, .J. Crowder, .C. Wright",DAL,1,1,0.0,50.0,-50.0,0.0,0.00,0.0,33.3,100,50.0,0.0,0.0,0.0,109.92,-300.0,2013-03-20
"D. Nowitzki, .B. Wright, .O. Mayo, .D. Collison, .J. Crowder",DAL,1,1,66.7,100.0,-33.3,0.0,0.00,0.0,0.0,100,33.3,0.3,50.0,41.0,104.35,0.0,2013-03-20
"D. Nowitzki, .E. Brand, .A. Morrow, .D. Collison, .J. Crowder",DAL,1,1,133.3,66.7,66.7,100,0.00,40.0,0.0,100,100,0.0,100,100,135.00,88.9,2013-03-20
"D. Nowitzki, .E. Brand, .O. Mayo, .A. Morrow, .D. Collison",DAL,1,1,100.0,200.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,50.0,81.82,0.0,2013-03-20
"V. Carter, .D. Nowitzki, .C. Kaman, .O. Mayo, .D. Collison",DAL,1,1,100.0,66.7,33.3,100,0.00,25.0,0.0,100,66.7,0.0,75.0,75.0,141.64,62.5,2013-03-20
"V. Carter, .E. Brand, .M. James, .B. Wright, .O. Mayo",DAL,1,1,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105.37,-100.0,2013-03-20
"V. Carter, .M. James, .C. Kaman, .O. Mayo, .J. Crowder",DAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,50.0,0.0,50.0,0.0,0.0,0.0,61.28,100,2013-03-20
"D. Nowitzki, .E. Brand, .O. Mayo, .A. Morrow, .J. Crowder",DAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
"D. Nowitzki, .O. Mayo, .A. Morrow, .D. Collison, .J. Crowder",DAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
"E. Brand, .B. Wright, .A. Morrow, .J. Crowder, .C. Wright",DAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
"V. Carter, .D. Nowitzki, .B. Wright, .O. Mayo, .D. Collison",DAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
"V. Carter, .D. Nowitzki, .E. Brand, .O. Mayo, .D. Collison",DAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,100,1.0,0.0,0.0,115.20,50.0,2013-03-20
"V. Carter, .E. Brand, .A. Morrow, .D. Collison, .J. Crowder",DAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
"V. Carter, .E. Brand, .A. Morrow, .J. Crowder, .C. Wright",DAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
"V. Carter, .E. Brand, .B. Wright, .A. Morrow, .D. Collison",DAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.00,100,2013-03-20
"V. Carter, .E. Brand, .M. James, .J. Crowder, .C. Wright",DAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
"V. Carter, .E. Brand, .M. James, .O. Mayo, .C. Wright",DAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
"V. Carter, .E. Brand, .M. James, .O. Mayo, .D. Collison",DAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
"J. Johnson, .G. Wallace, .R. Evans, .D. Williams, .B. Lopez",BKN,1,16,126.7,137.9,-11.3,28.6,1.00,9.5,47.1,72.7,57.1,0.1,50.0,55.4,86.69,43.5,2013-03-20
"J. Johnson, .R. Evans, .K. Bogans, .A. Blatche, .C. Watson",BKN,1,6,133.3,54.5,78.8,57.1,4.00,22.2,50.0,100,76.9,0.1,61.5,61.5,88.79,100,2013-03-20
"J. Johnson, .R. Evans, .K. Bogans, .D. Williams, .B. Lopez",BKN,1,5,170.0,100.0,70.0,42.9,3.00,18.8,75.0,80.0,77.8,0.1,68.2,71.5,87.54,84.1,2013-03-20
"G. Wallace, .D. Williams, .A. Blatche, .C. Watson, .B. Lopez",BKN,1,4,87.5,87.5,0.0,66.7,2.00,18.2,20.0,100,55.6,0.1,42.9,44.4,105.69,51.7,2013-03-20
"G. Wallace, .K. Bogans, .D. Williams, .A. Blatche, .B. Lopez",BKN,1,4,111.1,87.5,23.6,50.0,0.00,18.2,0.0,50.0,25.0,0.0,66.7,72.7,108.32,96.0,2013-03-20
"J. Stackhouse, .R. Evans, .K. Bogans, .D. Williams, .A. Blatche",BKN,1,4,80.0,150.0,-70.0,0.0,0.00,0.0,25.0,66.7,42.9,0.0,33.3,33.3,72.00,13.6,2013-03-20
"K. Bogans, .D. Williams, .B. Lopez, .M. Brooks, .M. Teletovic",BKN,1,3,57.1,114.3,-57.1,100,2.00,22.2,0.0,100,20.0,0.1,33.3,33.3,113.90,0.0,2013-03-20
"J. Johnson, .G. Wallace, .D. Williams, .A. Blatche, .B. Lopez",BKN,1,2,200.0,150.0,50.0,33.3,0.00,20.0,0.0,0.0,0.0,0.0,116.7,103.1,100.17,60.0,2013-03-20
"J. Johnson, .G. Wallace, .K. Bogans, .D. Williams, .B. Lopez",BKN,1,2,150.0,0.0,150.0,100,0.00,33.3,0.0,75.0,50.0,0.0,75.0,75.0,97.13,133.3,2013-03-20
"G. Wallace, .K. Bogans, .C. Watson, .M. Brooks, .M. Teletovic",BKN,1,1,50.0,0.0,50.0,0.0,0.00,0.0,0.0,66.7,50.0,0.0,0.0,34.7,109.92,400.0,2013-03-20
"J. Stackhouse, .K. Bogans, .D. Williams, .A. Blatche, .B. Lopez",BKN,1,1,50.0,100.0,-50.0,100,0.50,16.7,100,100,100,0.5,33.3,33.3,141.97,-100.0,2013-03-20
"G. Wallace, .K. Bogans, .D. Williams, .M. Brooks, .M. Teletovic",BKN,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
"J. Johnson, .G. Wallace, .K. Bogans, .D. Williams, .M. Brooks",BKN,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
"J. Johnson, .K. Bogans, .D. Williams, .A. Blatche, .C. Watson",BKN,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
"J. Johnson, .K. Bogans, .D. Williams, .B. Lopez, .M. Teletovic",BKN,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-03-20
