lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"B. Udrih, .N. Vucevic, .T. Harris, .E. Moore, .M. Harkless",ORL,1,18,97.0,134.4,-37.4,53.8,0.88,15.6,33.3,75.0,51.9,0.2,51.9,53.4,88.22,32.3,2013-04-15
"T. Harris, .M. Harkless, .A. Nicholson, .D. Lamb, .K. O'Quinn",ORL,1,12,131.8,113.6,18.2,81.8,3.00,25.7,44.4,62.5,52.9,0.1,60.5,63.2,88.00,58.3,2013-04-15
"N. Vucevic, .E. Moore, .D. Lamb, .K. O'Quinn, .D. Jones",ORL,1,6,45.5,72.7,-27.3,0.0,0.00,0.0,33.3,100,60.0,0.2,11.1,23.2,85.85,18.2,2013-04-15
"B. Udrih, .N. Vucevic, .T. Harris, .M. Harkless, .D. Lamb",ORL,1,3,66.7,183.3,-116.7,0.0,0.00,0.0,60.0,0.0,50.0,0.2,28.6,28.6,91.43,-50.0,2013-04-15
"B. Udrih, .T. Harris, .M. Harkless, .D. Lamb, .K. O'Quinn",ORL,1,2,40.0,16.7,23.3,0.0,0.00,0.0,25.0,0.0,12.5,0.2,0.0,21.0,109.24,26.1,2013-04-15
"M. Harkless, .A. Nicholson, .D. Lamb, .K. O'Quinn, .D. Jones",ORL,1,2,166.7,166.7,0.0,0.0,0.00,0.0,0.0,100,100,0.0,100,75.3,88.16,44.4,2013-04-15
"N. Vucevic, .T. Harris, .E. Moore, .M. Harkless, .D. Lamb",ORL,1,2,66.7,166.7,-100.0,0.0,0.00,0.0,50.0,100,66.7,0.3,33.3,33.3,78.55,7.7,2013-04-15
"N. Vucevic, .T. Harris, .E. Moore, .D. Lamb, .D. Jones",ORL,1,1,150.0,0.0,150.0,0.0,0.00,0.0,50.0,100,66.7,0.0,50.0,52.1,102.86,233.3,2013-04-15
"N. Vucevic, .T. Harris, .M. Harkless, .D. Lamb, .D. Jones",ORL,1,1,0.0,133.3,-133.3,0.0,0.00,0.0,66.7,0.0,66.7,0.5,0.0,0.0,93.51,0.0,2013-04-15
"B. Udrih, .N. Vucevic, .T. Harris, .M. Harkless, .K. O'Quinn",ORL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.00,100,2013-04-15
"N. Vucevic, .T. Harris, .E. Moore, .M. Harkless, .D. Jones",ORL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-04-15
"T. Harris, .M. Harkless, .A. Nicholson, .D. Lamb, .D. Jones",ORL,1,0,200.0,0.0,200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,113.6,115.20,0.0,2013-04-15
"T. Harris, .M. Harkless, .D. Lamb, .K. O'Quinn, .D. Jones",ORL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,100,0.0,0.0,0.0,411.43,0.0,2013-04-15
"C. Boozer, .K. Hinrich, .L. Deng, .M. Belinelli, .J. Butler",CHI,1,19,122.9,94.1,28.7,88.9,5.33,29.6,21.4,61.9,45.7,0.1,64.1,65.4,85.95,69.5,2013-04-15
"R. Hamilton, .N. Robinson, .J. Noah, .T. Gibson, .J. Butler",CHI,1,10,65.0,85.7,-20.7,80.0,0.57,14.3,45.5,69.2,58.3,0.4,33.3,37.8,93.86,-23.8,2013-04-15
"C. Boozer, .K. Hinrich, .L. Deng, .N. Robinson, .J. Butler",CHI,1,5,177.8,66.7,111.1,80.0,2.00,28.6,100,40.0,50.0,0.2,108.3,103.1,94.95,111.8,2013-04-15
"C. Boozer, .K. Hinrich, .L. Deng, .N. Robinson, .T. Gibson",CHI,1,5,200.0,88.9,111.1,66.7,0.00,40.0,0.0,40.0,40.0,0.0,100,100,81.25,96.3,2013-04-15
"N. Mohammed, .K. Hinrich, .N. Robinson, .D. Cook, .M. Thomas",CHI,1,2,80.0,140.0,-60.0,0.0,0.00,0.0,0.0,100,33.3,0.0,50.0,50.0,120.00,15.4,2013-04-15
"N. Robinson, .J. Noah, .M. Belinelli, .T. Gibson, .J. Butler",CHI,1,2,125.0,125.0,0.0,100,0.00,33.3,0.0,0.0,0.0,0.0,62.5,62.5,109.71,44.4,2013-04-15
"C. Boozer, .K. Hinrich, .N. Robinson, .D. Cook, .T. Gibson",CHI,1,1,66.7,66.7,0.0,100,1.00,25.0,0.0,100,50.0,0.3,50.0,50.0,116.76,33.3,2013-04-15
"C. Boozer, .K. Hinrich, .N. Robinson, .T. Gibson, .J. Butler",CHI,1,1,100.0,0.0,100.0,0.0,0.00,0.0,0.0,50.0,33.3,0.0,0.0,56.8,84.71,-150.0,2013-04-15
"R. Hamilton, .L. Deng, .N. Robinson, .J. Noah, .J. Butler",CHI,1,1,0.0,0.0,0.0,0.0,0.00,0.0,100,0.0,100,1.0,0.0,0.0,87.27,85.7,2013-04-15
"R. Hamilton, .L. Deng, .N. Robinson, .J. Noah, .T. Gibson",CHI,1,1,0.0,200.0,-200.0,0.0,0.00,0.0,50.0,0.0,33.3,0.0,0.0,0.0,83.48,-50.0,2013-04-15
"K. Hinrich, .L. Deng, .J. Noah, .M. Belinelli, .J. Butler",CHI,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-04-15
