lineup,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,GAMEDAY
"C. Boozer, .K. Hinrich, .L. Deng, .J. Noah, .M. Belinelli",CHI,1,26,102.0,83.7,18.3,52.9,2.25,13.4,25.0,69.7,47.7,0.1,38.9,47.0,92.24,67.1,2013-02-28
"K. Hinrich, .L. Deng, .N. Robinson, .J. Noah, .J. Butler",CHI,1,7,107.1,86.7,20.5,50.0,1.00,11.1,28.6,88.9,62.5,0.1,40.9,53.3,93.46,72.3,2013-02-28
"C. Boozer, .K. Hinrich, .N. Robinson, .J. Noah, .J. Butler",CHI,1,4,100.0,116.7,-16.7,100,1.50,27.3,33.3,60.0,50.0,0.3,58.3,58.3,75.79,54.5,2013-02-28
"L. Deng, .N. Robinson, .J. Noah, .D. Cook, .J. Butler",CHI,1,3,140.0,80.0,60.0,33.3,0.00,12.5,66.7,66.7,66.7,0.0,50.0,54.3,79.56,105.6,2013-02-28
"N. Mohammed, .L. Deng, .N. Robinson, .D. Cook, .J. Butler",CHI,1,3,100.0,116.7,-16.7,66.7,1.00,22.2,50.0,100,66.7,0.3,60.0,60.0,109.37,46.4,2013-02-28
"C. Boozer, .K. Hinrich, .L. Deng, .J. Noah, .J. Butler",CHI,1,2,50.0,116.7,-66.7,100,1.00,16.7,33.3,50.0,40.0,0.3,25.0,25.0,115.11,-50.0,2013-02-28
"C. Boozer, .L. Deng, .N. Robinson, .J. Noah, .M. Belinelli",CHI,1,1,200.0,0.0,200.0,100,0.00,50.0,0.0,100,100,0.0,100,100,88.16,200.0,2013-02-28
"C. Boozer, .N. Robinson, .J. Noah, .D. Cook, .J. Butler",CHI,1,1,0.0,66.7,-66.7,0.0,0.00,0.0,25.0,100,40.0,0.0,0.0,0.0,113.68,-100.0,2013-02-28
"C. Boozer, .N. Robinson, .J. Noah, .M. Belinelli, .D. Cook",CHI,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2013-02-28
"K. Hinrich, .L. Deng, .J. Noah, .M. Belinelli, .J. Butler",CHI,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.53,0.0,2013-02-28
"K. Hinrich, .N. Robinson, .J. Noah, .M. Belinelli, .J. Butler",CHI,1,0,100.0,0.0,100.0,0.0,0.00,0.0,0.0,100,100,0.0,0.0,85.2,274.81,-300.0,2013-02-28
"N. Mohammed, .C. Boozer, .N. Robinson, .D. Cook, .J. Butler",CHI,1,0,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,200.0,2013-02-28
"S. Hawes, .T. Young, .N. Young, .J. Holiday, .E. Turner",PHI,1,19,91.4,111.4,-20.0,35.7,1.25,10.4,32.0,59.1,44.7,0.1,40.3,40.9,88.10,24.8,2013-02-28
"D. Wright, .S. Hawes, .T. Young, .E. Turner, .J. Pargo",PHI,1,4,85.7,116.7,-31.0,33.3,0.00,11.1,25.0,50.0,33.3,0.0,50.0,50.0,87.89,37.9,2013-02-28
"S. Hawes, .N. Young, .J. Holiday, .E. Turner, .L. Allen",PHI,1,4,137.5,100.0,37.5,50.0,2.00,15.4,50.0,66.7,58.3,0.1,50.0,53.3,88.62,62.5,2013-02-28
"D. Wright, .S. Hawes, .J. Holiday, .E. Turner, .L. Allen",PHI,1,3,100.0,57.1,42.9,33.3,1.00,14.3,0.0,100,60.0,0.2,60.0,60.0,105.11,75.0,2013-02-28
"D. Wright, .T. Young, .E. Turner, .J. Pargo, .A. Moultrie",PHI,1,3,71.4,33.3,38.1,100,1.00,22.2,0.0,80.0,57.1,0.3,50.0,51.2,100.11,133.3,2013-02-28
"D. Wright, .T. Young, .J. Holiday, .E. Turner, .L. Allen",PHI,1,3,42.9,83.3,-40.5,100,1.00,12.5,0.0,100,57.1,0.1,25.0,30.7,114.85,28.6,2013-02-28
"D. Wright, .S. Hawes, .N. Young, .J. Holiday, .L. Allen",PHI,1,2,125.0,66.7,58.3,100,1.00,20.0,100,100,100,0.3,75.0,86.8,109.45,122.2,2013-02-28
"D. Wright, .S. Hawes, .T. Young, .J. Holiday, .E. Turner",PHI,1,2,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,100,28.6,0.0,0.0,0.0,129.15,-125.0,2013-02-28
"D. Wright, .S. Hawes, .T. Young, .J. Holiday, .J. Pargo",PHI,1,2,75.0,150.0,-75.0,100,1.00,16.7,50.0,50.0,50.0,0.3,33.3,34.7,105.69,-10.0,2013-02-28
"D. Wright, .T. Young, .J. Holiday, .J. Pargo, .A. Moultrie",PHI,1,2,125.0,120.0,5.0,50.0,1.00,20.0,0.0,50.0,33.3,0.3,83.3,83.3,109.83,42.3,2013-02-28
"D. Wright, .T. Young, .J. Holiday, .L. Allen, .J. Pargo",PHI,1,2,50.0,133.3,-83.3,0.0,0.00,0.0,33.3,50.0,40.0,0.0,25.0,25.0,73.58,-33.3,2013-02-28
"D. Wright, .S. Hawes, .T. Young, .N. Young, .J. Holiday",PHI,1,1,100.0,100.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,53.2,83.48,44.4,2013-02-28
