,Unnamed: 0,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes,Date_c,Home_abb,Date_fmt,Date_shifted,Season,Errorlabel,RegularSeason,date_check,team_check,exist_check
3812,2409,Fri Mar 12 2010,8:00p,Denver Nuggets,102,New Orleans Hornets,95,Box Score,,17220,,Mar 12 2010,NOH,2010-03-12,03-13-2010,2009-10,1,1,Mar 12 2010,NOH,1.0
3813,2218,Tue Feb 16 2010,7:00p,New Jersey Nets,103,Charlotte Bobcats,94,Box Score,,13712,,Feb 16 2010,CHA,2010-02-16,02-17-2010,2009-10,0,1,Feb 16 2010,CHA,1.0
3814,2241,Fri Feb 19 2010,7:00p,Cleveland Cavaliers,93,Charlotte Bobcats,110,Box Score,,19568,,Feb 19 2010,CHA,2010-02-19,02-20-2010,2009-10,0,1,Feb 19 2010,CHA,1.0
3815,1087,Sun Apr 25 2010,1:00p,Boston Celtics,92,Miami Heat,101,Box Score,,19520,,Apr 25 2010,MIA,2010-04-25,04-26-2010,2009-10,1,0,,,
3816,12107,Sat Dec 12 2009,8:30p,Charlotte Bobcats,97,Dallas Mavericks,98,Box Score,OT,20151,,Dec 12 2009,DAL,2009-12-12,12-13-2009,2009-10,0,1,Dec 12 2009,DAL,1.0
3817,1009,Fri Apr 9 2010,7:30p,Detroit Pistons,106,Miami Heat,99,Box Score,,19600,,Apr 9 2010,MIA,2010-04-09,04-10-2010,2009-10,0,1,Apr 9 2010,MIA,1.0
3818,2445,Wed Mar 17 2010,7:00p,New Jersey Nets,97,Philadelphia 76ers,108,Box Score,,11618,,Mar 17 2010,PHI,2010-03-17,03-18-2010,2009-10,0,1,Mar 17 2010,PHI,1.0
3819,2467,Sat Mar 20 2010,7:00p,Chicago Bulls,98,Philadelphia 76ers,84,Box Score,,16098,,Mar 20 2010,PHI,2010-03-20,03-21-2010,2009-10,1,1,Mar 20 2010,PHI,1.0
3820,1368,Mon May 3 2010,10:30p,San Antonio Spurs,102,Phoenix Suns,111,Box Score,,18422,,May 3 2010,PHX,2010-05-03,05-04-2010,2009-10,1,0,,,
3821,13896,Sun Nov 1 2009,8:00p,Minnesota Timberwolves,112,Phoenix Suns,120,Box Score,,15376,,Nov 1 2009,PHX,2009-11-01,11-02-2009,2009-10,0,1,Nov 1 2009,PHX,1.0
3822,12197,Fri Dec 25 2009,12:00p,Miami Heat,93,New York Knicks,87,Box Score,,19763,,Dec 25 2009,NYK,2009-12-25,12-26-2009,2009-10,0,1,Dec 25 2009,NYK,1.0
3823,12236,Wed Dec 30 2009,7:30p,New York Knicks,95,New Jersey Nets,104,Box Score,,17575,,Dec 30 2009,NJN,2009-12-30,12-31-2009,2009-10,1,1,Dec 30 2009,NJN,1.0
3824,1046,Tue Apr 13 2010,10:30p,Denver Nuggets,101,Phoenix Suns,123,Box Score,,18422,,Apr 13 2010,PHX,2010-04-13,04-14-2010,2009-10,0,1,Apr 13 2010,PHX,1.0
3825,1068,Sun Apr 18 2010,10:30p,Portland Trail Blazers,105,Phoenix Suns,100,Box Score,,18422,,Apr 18 2010,PHX,2010-04-18,04-19-2010,2009-10,1,0,,,
3826,2502,Wed Mar 24 2010,8:00p,Cleveland Cavaliers,105,New Orleans Hornets,92,Box Score,,18008,,Mar 24 2010,NOH,2010-03-24,03-25-2010,2009-10,1,1,Mar 24 2010,NOH,1.0
3827,2377,Mon Mar 8 2010,7:00p,San Antonio Spurs,95,Cleveland Cavaliers,97,Box Score,,20562,,Mar 8 2010,CLE,2010-03-08,03-09-2010,2009-10,1,1,Mar 8 2010,CLE,1.0
3828,2157,Wed Feb 3 2010,7:00p,Chicago Bulls,103,Philadelphia 76ers,106,Box Score,OT,13295,,Feb 3 2010,PHI,2010-02-03,02-04-2010,2009-10,1,1,Feb 3 2010,PHI,1.0
3829,1073,Tue Apr 20 2010,10:00p,Portland Trail Blazers,90,Phoenix Suns,119,Box Score,,18422,,Apr 20 2010,PHX,2010-04-20,04-21-2010,2009-10,1,0,,,
3830,12753,Sat Oct 31 2009,7:30p,Charlotte Bobcats,79,Cleveland Cavaliers,90,Box Score,,20562,,Oct 31 2009,CLE,2009-10-31,11-01-2009,2009-10,1,1,Oct 31 2009,CLE,1.0
3831,1720,Wed Jan 13 2010,8:00p,Los Angeles Clippers,94,New Orleans Hornets,108,Box Score,,14348,,Jan 13 2010,NOH,2010-01-13,01-14-2010,2009-10,1,1,Jan 13 2010,NOH,1.0
3832,13932,Fri Nov 6 2009,8:00p,Cleveland Cavaliers,100,New York Knicks,91,Box Score,,19763,,Nov 6 2009,NYK,2009-11-06,11-07-2009,2009-10,0,1,Nov 6 2009,NYK,1.0
3833,2517,Fri Mar 26 2010,8:30p,Miami Heat,87,Milwaukee Bucks,74,Box Score,,17841,,Mar 26 2010,MIL,2010-03-26,03-27-2010,2009-10,0,1,Mar 26 2010,MIL,1.0
3834,2198,Tue Feb 9 2010,7:00p,Minnesota Timberwolves,97,Philadelphia 76ers,119,Box Score,,11038,,Feb 9 2010,PHI,2010-02-09,02-10-2010,2009-10,0,1,Feb 9 2010,PHI,1.0
3835,1841,Fri Jan 29 2010,8:00p,Chicago Bulls,108,New Orleans Hornets,106,Box Score,OT,16578,,Jan 29 2010,NOH,2010-01-29,01-30-2010,2009-10,1,1,Jan 29 2010,NOH,1.0
3836,1672,Wed Jan 6 2010,9:00p,Houston Rockets,110,Phoenix Suns,118,Box Score,,15811,,Jan 6 2010,PHX,2010-01-06,01-07-2010,2009-10,0,1,Jan 6 2010,PHX,1.0
3837,12752,Sat Oct 31 2009,7:30p,Philadelphia 76ers,141,New York Knicks,127,Box Score,OT,19763,,Oct 31 2009,NYK,2009-10-31,11-01-2009,2009-10,0,1,Oct 31 2009,NYK,1.0
3838,1684,Fri Jan 8 2010,9:00p,Miami Heat,109,Phoenix Suns,105,Box Score,,18422,,Jan 8 2010,PHX,2010-01-08,01-09-2010,2009-10,0,1,Jan 8 2010,PHX,1.0
3839,12172,Sun Dec 20 2009,7:30p,Charlotte Bobcats,94,New York Knicks,98,Box Score,,18767,,Dec 20 2009,NYK,2009-12-20,12-21-2009,2009-10,0,1,,,
3840,1759,Mon Jan 18 2010,3:30p,San Antonio Spurs,97,New Orleans Hornets,90,Box Score,,16549,,Jan 18 2010,NOH,2010-01-18,01-19-2010,2009-10,1,1,Jan 18 2010,NOH,1.0
3841,2325,Mon Mar 1 2010,7:00p,Orlando Magic,126,Philadelphia 76ers,105,Box Score,,15817,,Mar 1 2010,PHI,2010-03-01,03-02-2010,2009-10,0,1,Mar 1 2010,PHI,1.0
3842,1715,Tue Jan 12 2010,10:00p,Orlando Magic,109,Sacramento Kings,88,Box Score,,14426,,Jan 12 2010,SAC,2010-01-12,01-13-2010,2009-10,0,1,Jan 12 2010,SAC,1.0
3843,2526,Sun Mar 28 2010,3:00p,Memphis Grizzlies,103,Milwaukee Bucks,108,Box Score,OT,17008,,Mar 28 2010,MIL,2010-03-28,03-29-2010,2009-10,0,1,Mar 28 2010,MIL,1.0
3844,2469,Sat Mar 20 2010,7:30p,Toronto Raptors,100,New Jersey Nets,90,Box Score,,11048,,Mar 20 2010,NJN,2010-03-20,03-21-2010,2009-10,1,1,Mar 20 2010,NJN,1.0
3845,2179,Sat Feb 6 2010,7:00p,New Orleans Hornets,104,Charlotte Bobcats,99,Box Score,,19164,,Feb 6 2010,CHA,2010-02-06,02-07-2010,2009-10,0,1,Feb 6 2010,CHA,1.0
3846,2225,Tue Feb 16 2010,10:00p,Los Angeles Clippers,87,Portland Trail Blazers,109,Box Score,,20265,,Feb 16 2010,POR,2010-02-16,02-17-2010,2009-10,0,1,Feb 16 2010,POR,1.0
3847,2286,Wed Feb 24 2010,8:00p,New Orleans Hornets,95,Milwaukee Bucks,115,Box Score,,11936,,Feb 24 2010,MIL,2010-02-24,02-25-2010,2009-10,0,1,Feb 24 2010,MIL,1.0
3848,2484,Mon Mar 22 2010,8:00p,Atlanta Hawks,95,Milwaukee Bucks,98,Box Score,,14186,,Mar 22 2010,MIL,2010-03-22,03-23-2010,2009-10,0,1,Mar 22 2010,MIL,1.0
3849,13997,Sun Nov 15 2009,8:00p,Toronto Raptors,100,Phoenix Suns,101,Box Score,,16605,,Nov 15 2009,PHX,2009-11-15,11-16-2009,2009-10,0,1,Nov 15 2009,PHX,1.0
3850,1093,Mon Apr 26 2010,10:30p,Portland Trail Blazers,88,Phoenix Suns,107,Box Score,,18422,,Apr 26 2010,PHX,2010-04-26,04-27-2010,2009-10,1,0,,,
3851,2403,Fri Mar 12 2010,7:00p,Cleveland Cavaliers,100,Philadelphia 76ers,95,Box Score,,20433,,Mar 12 2010,PHI,2010-03-12,03-13-2010,2009-10,0,1,Mar 12 2010,PHI,1.0
3852,1818,Tue Jan 26 2010,8:30p,Milwaukee Bucks,107,Dallas Mavericks,108,Box Score,,19799,,Jan 26 2010,DAL,2010-01-26,01-27-2010,2009-10,0,1,Jan 26 2010,DAL,1.0
3853,1695,Sat Jan 9 2010,10:00p,Denver Nuggets,100,Sacramento Kings,102,Box Score,,14411,,Jan 9 2010,SAC,2010-01-09,01-10-2010,2009-10,0,1,Jan 9 2010,SAC,1.0
3854,2195,Tue Feb 9 2010,7:00p,Washington Wizards,92,Charlotte Bobcats,94,Box Score,,12376,,Feb 9 2010,CHA,2010-02-09,02-10-2010,2009-10,0,1,Feb 9 2010,CHA,1.0
3855,2242,Fri Feb 19 2010,7:00p,San Antonio Spurs,94,Philadelphia 76ers,106,Box Score,,16376,,Feb 19 2010,PHI,2010-02-19,02-20-2010,2009-10,1,1,Feb 19 2010,PHI,1.0
3856,2481,Mon Mar 22 2010,7:00p,Orlando Magic,109,Philadelphia 76ers,93,Box Score,,13995,,Mar 22 2010,PHI,2010-03-22,03-23-2010,2009-10,0,1,Mar 22 2010,PHI,1.0
3857,1036,Mon Apr 12 2010,7:30p,Washington Wizards,103,New York Knicks,114,Box Score,,19763,,Apr 12 2010,NYK,2010-04-12,04-13-2010,2009-10,0,1,Apr 12 2010,NYK,1.0
3858,1641,Sat Jan 2 2010,8:00p,Houston Rockets,95,New Orleans Hornets,99,Box Score,,16020,,Jan 2 2010,NOH,2010-01-02,01-03-2010,2009-10,1,1,Jan 2 2010,NOH,1.0
3859,2512,Fri Mar 26 2010,7:00p,Atlanta Hawks,98,Philadelphia 76ers,105,Box Score,,13293,,Mar 26 2010,PHI,2010-03-26,03-27-2010,2009-10,0,1,Mar 26 2010,PHI,1.0
3860,1681,Fri Jan 8 2010,8:00p,New Jersey Nets,99,New Orleans Hornets,103,Box Score,,15555,,Jan 8 2010,NOH,2010-01-08,01-09-2010,2009-10,1,1,Jan 8 2010,NOH,1.0
3861,1080,Fri Apr 23 2010,7:00p,Boston Celtics,100,Miami Heat,98,Box Score,,19500,,Apr 23 2010,MIA,2010-04-23,04-24-2010,2009-10,1,0,,,
3862,2501,Wed Mar 24 2010,8:00p,Philadelphia 76ers,101,Milwaukee Bucks,86,Box Score,,12675,,Mar 24 2010,MIL,2010-03-24,03-25-2010,2009-10,0,1,Mar 24 2010,MIL,1.0
3863,1029,Sun Apr 11 2010,7:00p,Minnesota Timberwolves,86,New Orleans Hornets,114,Box Score,,14931,,Apr 11 2010,NOH,2010-04-11,04-12-2010,2009-10,1,1,Apr 11 2010,NOH,1.0
3864,12174,Mon Dec 21 2009,7:00p,Utah Jazz,99,Orlando Magic,104,Box Score,,17461,,Dec 21 2009,ORL,2009-12-21,12-22-2009,2009-10,0,1,Dec 21 2009,ORL,1.0
3865,12149,Fri Dec 18 2009,8:00p,Milwaukee Bucks,82,Cleveland Cavaliers,85,Box Score,,20562,,Dec 18 2009,CLE,2009-12-18,12-19-2009,2009-10,0,1,Dec 18 2009,CLE,1.0
3866,12094,Fri Dec 11 2009,7:00p,Houston Rockets,96,Philadelphia 76ers,91,Box Score,,13991,,Dec 11 2009,PHI,2009-12-11,12-12-2009,2009-10,0,1,Dec 11 2009,PHI,1.0
3867,1755,Mon Jan 18 2010,2:00p,Sacramento Kings,103,Charlotte Bobcats,105,Box Score,,13678,,Jan 18 2010,CHA,2010-01-18,01-19-2010,2009-10,0,1,Jan 18 2010,CHA,1.0
3868,2145,Mon Feb 1 2010,8:00p,Phoenix Suns,109,New Orleans Hornets,100,Box Score,,13874,,Feb 1 2010,NOH,2010-02-01,02-02-2010,2009-10,1,1,Feb 1 2010,NOH,1.0
3869,2256,Sat Feb 20 2010,8:30p,Miami Heat,91,Dallas Mavericks,97,Box Score,,20328,,Feb 20 2010,DAL,2010-02-20,02-21-2010,2009-10,0,1,Feb 20 2010,DAL,1.0
3870,12208,Sat Dec 26 2009,8:30p,San Antonio Spurs,112,Milwaukee Bucks,97,Box Score,,14864,,Dec 26 2009,MIL,2009-12-26,12-27-2009,2009-10,0,1,Dec 26 2009,MIL,1.0
3871,13905,Tue Nov 3 2009,7:00p,Boston Celtics,105,Philadelphia 76ers,74,Box Score,,11251,,Nov 3 2009,PHI,2009-11-03,11-04-2009,2009-10,0,1,Nov 3 2009,PHI,1.0
3872,1662,Tue Jan 5 2010,10:00p,Memphis Grizzlies,109,Portland Trail Blazers,105,Box Score,,20278,,Jan 5 2010,POR,2010-01-05,01-06-2010,2009-10,0,1,Jan 5 2010,POR,1.0
3873,13959,Tue Nov 10 2009,8:30p,Houston Rockets,103,Dallas Mavericks,121,Box Score,,19720,,Nov 10 2009,DAL,2009-11-10,11-11-2009,2009-10,0,1,Nov 10 2009,DAL,1.0
3874,1390,Tue May 25 2010,9:00p,Los Angeles Lakers,106,Phoenix Suns,115,Box Score,,18422,,May 25 2010,PHX,2010-05-25,05-26-2010,2009-10,1,0,,,
3875,968,Sat Apr 3 2010,8:30p,Phoenix Suns,98,Milwaukee Bucks,107,Box Score,,16436,,Apr 3 2010,MIL,2010-04-03,04-04-2010,2009-10,0,1,,,
3876,12737,Thu Oct 29 2009,10:30p,Denver Nuggets,97,Portland Trail Blazers,94,Box Score,,20218,,Oct 29 2009,POR,2009-10-29,10-30-2009,2009-10,0,1,Oct 29 2009,POR,1.0
3877,1764,Tue Jan 19 2010,7:00p,Toronto Raptors,100,Cleveland Cavaliers,108,Box Score,,20562,,Jan 19 2010,CLE,2010-01-19,01-20-2010,2009-10,0,1,Jan 19 2010,CLE,1.0
3878,12047,Fri Dec 4 2009,8:00p,Chicago Bulls,87,Cleveland Cavaliers,101,Box Score,,20562,,Dec 4 2009,CLE,2009-12-04,12-05-2009,2009-10,0,1,Dec 4 2009,CLE,1.0
3879,2255,Sat Feb 20 2010,8:00p,Philadelphia 76ers,90,Chicago Bulls,122,Box Score,,22147,,Feb 20 2010,CHI,2010-02-20,02-21-2010,2009-10,0,1,Feb 20 2010,CHI,1.0
3880,1802,Sat Jan 23 2010,9:00p,Golden State Warriors,103,Phoenix Suns,112,Box Score,,17792,,Jan 23 2010,PHX,2010-01-23,01-24-2010,2009-10,0,1,Jan 23 2010,PHX,1.0
3881,2204,Tue Feb 9 2010,10:00p,Oklahoma City Thunder,89,Portland Trail Blazers,77,Box Score,,20460,,Feb 9 2010,POR,2010-02-09,02-10-2010,2009-10,0,1,Feb 9 2010,POR,1.0
3882,1388,Sun May 23 2010,8:30p,Los Angeles Lakers,109,Phoenix Suns,118,Box Score,,18422,,May 23 2010,PHX,2010-05-23,05-24-2010,2009-10,1,0,,,
3883,1033,Mon Apr 12 2010,7:00p,Miami Heat,107,Philadelphia 76ers,105,Box Score,,17401,,Apr 12 2010,PHI,2010-04-12,04-13-2010,2009-10,1,1,Apr 12 2010,PHI,1.0
3884,12118,Mon Dec 14 2009,7:00p,Golden State Warriors,101,Philadelphia 76ers,117,Box Score,,12795,,Dec 14 2009,PHI,2009-12-14,12-15-2009,2009-10,1,1,Dec 14 2009,PHI,1.0
3885,12213,Sun Dec 27 2009,6:00p,Houston Rockets,83,Cleveland Cavaliers,108,Box Score,,20562,,Dec 27 2009,CLE,2009-12-27,12-28-2009,2009-10,1,1,Dec 27 2009,CLE,1.0
3886,13931,Fri Nov 6 2009,8:00p,Toronto Raptors,107,New Orleans Hornets,90,Box Score,,15010,,Nov 6 2009,NOH,2009-11-06,11-07-2009,2009-10,1,1,Nov 6 2009,NOH,1.0
3887,2252,Fri Feb 19 2010,10:30p,Boston Celtics,96,Portland Trail Blazers,76,Box Score,,20618,,Feb 19 2010,POR,2010-02-19,02-20-2010,2009-10,1,1,Feb 19 2010,POR,1.0
3888,1796,Sat Jan 23 2010,7:30p,Oklahoma City Thunder,99,Cleveland Cavaliers,100,Box Score,,20562,,Jan 23 2010,CLE,2010-01-23,01-24-2010,2009-10,1,1,Jan 23 2010,CLE,1.0
3889,1643,Sat Jan 2 2010,9:00p,Memphis Grizzlies,128,Phoenix Suns,103,Box Score,,17135,,Jan 2 2010,PHX,2010-01-02,01-03-2010,2009-10,1,1,Jan 2 2010,PHX,1.0
3890,12030,Tue Dec 1 2009,10:00p,Miami Heat,107,Portland Trail Blazers,100,Box Score,,20417,,Dec 1 2009,POR,2009-12-01,12-02-2009,2009-10,1,1,Dec 1 2009,POR,1.0
3891,12083,Wed Dec 9 2009,7:00p,Detroit Pistons,90,Philadelphia 76ers,86,Box Score,,12136,,Dec 9 2009,PHI,2009-12-09,12-10-2009,2009-10,1,1,Dec 9 2009,PHI,1.0
3892,1010,Fri Apr 9 2010,8:00p,Los Angeles Lakers,97,Minnesota Timberwolves,88,Box Score,,20200,,Apr 9 2010,MIN,2010-04-09,04-10-2010,2009-10,1,1,Apr 9 2010,MIN,1.0
3893,2268,Sun Feb 21 2010,10:30p,Utah Jazz,93,Portland Trail Blazers,89,Box Score,OT,20565,,Feb 21 2010,POR,2010-02-21,02-22-2010,2009-10,1,1,Feb 21 2010,POR,1.0
3894,12722,Tue Oct 27 2009,10:00p,Houston Rockets,87,Portland Trail Blazers,96,Box Score,,20403,,Oct 27 2009,POR,2009-10-27,10-28-2009,2009-10,1,1,Oct 27 2009,POR,1.0
3895,12232,Wed Dec 30 2009,7:00p,Atlanta Hawks,101,Cleveland Cavaliers,106,Box Score,,20562,,Dec 30 2009,CLE,2009-12-30,12-31-2009,2009-10,1,1,Dec 30 2009,CLE,1.0
3896,2271,Mon Feb 22 2010,8:30p,Indiana Pacers,82,Dallas Mavericks,91,Box Score,,19585,,Feb 22 2010,DAL,2010-02-22,02-23-2010,2009-10,1,1,Feb 22 2010,DAL,1.0
3897,1767,Wed Jan 20 2010,7:00p,Miami Heat,65,Charlotte Bobcats,104,Box Score,,14212,,Jan 20 2010,CHA,2010-01-20,01-21-2010,2009-10,1,1,Jan 20 2010,CHA,1.0
3898,1819,Tue Jan 26 2010,9:00p,Charlotte Bobcats,114,Phoenix Suns,109,Box Score,OT,15722,,Jan 26 2010,PHX,2010-01-26,01-27-2010,2009-10,1,1,Jan 26 2010,PHX,1.0
3899,12125,Tue Dec 15 2009,7:00p,New Jersey Nets,89,Cleveland Cavaliers,99,Box Score,,20562,,Dec 15 2009,CLE,2009-12-15,12-16-2009,2009-10,1,1,Dec 15 2009,CLE,1.0
3900,1647,Sun Jan 3 2010,6:00p,Charlotte Bobcats,91,Cleveland Cavaliers,88,Box Score,,20562,,Jan 3 2010,CLE,2010-01-03,01-04-2010,2009-10,1,1,Jan 3 2010,CLE,1.0
3901,1012,Fri Apr 9 2010,8:00p,Utah Jazz,114,New Orleans Hornets,103,Box Score,,16624,,Apr 9 2010,NOH,2010-04-09,04-10-2010,2009-10,1,1,Apr 9 2010,NOH,1.0
3902,1794,Sat Jan 23 2010,7:00p,Orlando Magic,106,Charlotte Bobcats,95,Box Score,OT,19277,,Jan 23 2010,CHA,2010-01-23,01-24-2010,2009-10,1,1,Jan 23 2010,CHA,1.0
3903,12065,Sun Dec 6 2009,3:00p,Cleveland Cavaliers,101,Milwaukee Bucks,86,Box Score,,16625,,Dec 6 2009,MIL,2009-12-06,12-07-2009,2009-10,1,1,Dec 6 2009,MIL,1.0
3904,1021,Sat Apr 10 2010,8:30p,Boston Celtics,105,Milwaukee Bucks,90,Box Score,,18717,,Apr 10 2010,MIL,2010-04-10,04-11-2010,2009-10,1,1,Apr 10 2010,MIL,1.0
3905,1807,Mon Jan 25 2010,7:00p,Indiana Pacers,109,Philadelphia 76ers,98,Box Score,,10579,,Jan 25 2010,PHI,2010-01-25,01-26-2010,2009-10,1,1,Jan 25 2010,PHI,1.0
3906,13940,Sat Nov 7 2009,8:30p,Toronto Raptors,101,Dallas Mavericks,129,Box Score,,19977,,Nov 7 2009,DAL,2009-11-07,11-08-2009,2009-10,0,1,Nov 7 2009,DAL,1.0
3907,14074,Fri Nov 27 2009,7:00p,Cleveland Cavaliers,87,Charlotte Bobcats,94,Box Score,,19168,,Nov 27 2009,CHA,2009-11-27,11-28-2009,2009-10,1,1,Nov 27 2009,CHA,1.0
3908,13910,Tue Nov 3 2009,8:30p,Utah Jazz,85,Dallas Mavericks,96,Box Score,,19725,,Nov 3 2009,DAL,2009-11-03,11-04-2009,2009-10,1,1,Nov 3 2009,DAL,1.0
3909,996,Wed Apr 7 2010,8:00p,Charlotte Bobcats,104,New Orleans Hornets,103,Box Score,,13333,,Apr 7 2010,NOH,2010-04-07,04-08-2010,2009-10,1,1,Apr 7 2010,NOH,1.0
3910,964,Sat Apr 3 2010,7:30p,New Orleans Hornets,87,New Jersey Nets,115,Box Score,,14698,,Apr 3 2010,NJN,2010-04-03,04-04-2010,2009-10,1,1,Apr 3 2010,NJN,1.0
3911,12741,Fri Oct 30 2009,8:00p,Sacramento Kings,92,New Orleans Hornets,97,Box Score,,17306,,Oct 30 2009,NOH,2009-10-30,10-31-2009,2009-10,1,1,Oct 30 2009,NOH,1.0
3912,14077,Fri Nov 27 2009,7:30p,Atlanta Hawks,100,Philadelphia 76ers,86,Box Score,,12984,,Nov 27 2009,PHI,2009-11-27,11-28-2009,2009-10,1,1,Nov 27 2009,PHI,1.0
3913,12098,Fri Dec 11 2009,8:00p,Portland Trail Blazers,99,Cleveland Cavaliers,104,Box Score,,20562,,Dec 11 2009,CLE,2009-12-11,12-12-2009,2009-10,1,1,Dec 11 2009,CLE,1.0
3914,14026,Fri Nov 20 2009,7:00p,Memphis Grizzlies,102,Philadelphia 76ers,97,Box Score,,14269,,Nov 20 2009,PHI,2009-11-20,11-21-2009,2009-10,1,1,Nov 20 2009,PHI,1.0
3915,13927,Fri Nov 6 2009,7:00p,New Jersey Nets,94,Philadelphia 76ers,97,Box Score,,10054,,Nov 6 2009,PHI,2009-11-06,11-07-2009,2009-10,1,1,Nov 6 2009,PHI,1.0
3916,1855,Sun Jan 31 2010,6:00p,Los Angeles Clippers,89,Cleveland Cavaliers,114,Box Score,,20562,,Jan 31 2010,CLE,2010-01-31,02-01-2010,2009-10,1,1,Jan 31 2010,CLE,1.0
3917,12136,Wed Dec 16 2009,8:00p,Los Angeles Lakers,107,Milwaukee Bucks,106,Box Score,OT,16309,,Dec 16 2009,MIL,2009-12-16,12-17-2009,2009-10,1,1,Dec 16 2009,MIL,1.0
3918,2477,Sun Mar 21 2010,6:00p,Detroit Pistons,79,Cleveland Cavaliers,104,Box Score,,20562,,Mar 21 2010,CLE,2010-03-21,03-22-2010,2009-10,1,1,Mar 21 2010,CLE,1.0
3919,2196,Tue Feb 9 2010,7:00p,New Jersey Nets,97,Cleveland Cavaliers,104,Box Score,,20562,,Feb 9 2010,CLE,2010-02-09,02-10-2010,2009-10,1,1,Feb 9 2010,CLE,1.0
3920,14004,Tue Nov 17 2009,7:30p,Indiana Pacers,91,New Jersey Nets,83,Box Score,,11332,,Nov 17 2009,NJN,2009-11-17,11-18-2009,2009-10,1,1,Nov 17 2009,NJN,1.0
3921,1793,Fri Jan 22 2010,10:30p,Chicago Bulls,115,Phoenix Suns,104,Box Score,,18422,,Jan 22 2010,PHX,2010-01-22,01-23-2010,2009-10,1,1,Jan 22 2010,PHX,1.0
3922,2508,Thu Mar 25 2010,10:30p,Dallas Mavericks,89,Portland Trail Blazers,101,Box Score,,20611,,Mar 25 2010,POR,2010-03-25,03-26-2010,2009-10,1,1,Mar 25 2010,POR,1.0
3923,2236,Wed Feb 17 2010,9:00p,Phoenix Suns,97,Dallas Mavericks,107,Box Score,,19974,,Feb 17 2010,DAL,2010-02-17,02-18-2010,2009-10,1,1,Feb 17 2010,DAL,1.0
3924,2324,Mon Mar 1 2010,7:00p,New York Knicks,93,Cleveland Cavaliers,124,Box Score,,20562,,Mar 1 2010,CLE,2010-03-01,03-02-2010,2009-10,1,1,Mar 1 2010,CLE,1.0
3925,2161,Wed Feb 3 2010,8:00p,Oklahoma City Thunder,103,New Orleans Hornets,99,Box Score,,12884,,Feb 3 2010,NOH,2010-02-03,02-04-2010,2009-10,1,1,Feb 3 2010,NOH,1.0
3926,1825,Wed Jan 27 2010,7:30p,Los Angeles Clippers,87,New Jersey Nets,103,Box Score,,9220,,Jan 27 2010,NJN,2010-01-27,01-28-2010,2009-10,1,1,Jan 27 2010,NJN,1.0
3927,2543,Tue Mar 30 2010,8:00p,Los Angeles Clippers,89,Milwaukee Bucks,107,Box Score,,14321,,Mar 30 2010,MIL,2010-03-30,03-31-2010,2009-10,1,1,Mar 30 2010,MIL,1.0
3928,2167,Thu Feb 4 2010,8:00p,Miami Heat,86,Cleveland Cavaliers,102,Box Score,,20562,,Feb 4 2010,CLE,2010-02-04,02-05-2010,2009-10,1,1,Feb 4 2010,CLE,1.0
3929,1703,Mon Jan 11 2010,7:00p,New Orleans Hornets,92,Philadelphia 76ers,96,Box Score,,11518,,Jan 11 2010,PHI,2010-01-11,01-12-2010,2009-10,1,1,Jan 11 2010,PHI,1.0
3930,14031,Fri Nov 20 2009,8:30p,Sacramento Kings,102,Dallas Mavericks,104,Box Score,,19871,,Nov 20 2009,DAL,2009-11-20,11-21-2009,2009-10,1,1,Nov 20 2009,DAL,1.0
3931,1685,Fri Jan 8 2010,10:00p,Los Angeles Lakers,98,Portland Trail Blazers,107,Box Score,,20629,,Jan 8 2010,POR,2010-01-08,01-09-2010,2009-10,1,1,Jan 8 2010,POR,1.0
3932,14020,Wed Nov 18 2009,9:30p,San Antonio Spurs,94,Dallas Mavericks,99,Box Score,OT,20110,,Nov 18 2009,DAL,2009-11-18,11-19-2009,2009-10,1,1,Nov 18 2009,DAL,1.0
3933,1830,Wed Jan 27 2010,10:00p,Utah Jazz,106,Portland Trail Blazers,95,Box Score,,20384,,Jan 27 2010,POR,2010-01-27,01-28-2010,2009-10,1,1,Jan 27 2010,POR,1.0
3934,1037,Mon Apr 12 2010,8:00p,Atlanta Hawks,104,Milwaukee Bucks,96,Box Score,,14186,,Apr 12 2010,MIL,2010-04-12,04-13-2010,2009-10,1,1,Apr 12 2010,MIL,1.0
3935,1735,Fri Jan 15 2010,8:00p,Indiana Pacers,121,New Jersey Nets,105,Box Score,,13656,,Jan 15 2010,NJN,2010-01-15,01-16-2010,2009-10,1,1,Jan 15 2010,NJN,1.0
3936,12190,Wed Dec 23 2009,7:30p,Minnesota Timberwolves,103,New Jersey Nets,99,Box Score,,10204,,Dec 23 2009,NJN,2009-12-23,12-24-2009,2009-10,1,1,Dec 23 2009,NJN,1.0
3937,13919,Wed Nov 4 2009,9:30p,Dallas Mavericks,107,New Orleans Hornets,114,Box Score,OT,13566,,Nov 4 2009,NOH,2009-11-04,11-05-2009,2009-10,1,1,Nov 4 2009,NOH,1.0
3938,1718,Wed Jan 13 2010,7:00p,New York Knicks,93,Philadelphia 76ers,92,Box Score,,12444,,Jan 13 2010,PHI,2010-01-13,01-14-2010,2009-10,1,1,Jan 13 2010,PHI,1.0
