,Unnamed: 0,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes,Date_c,Home_abb,Date_fmt,Date_shifted,Season,Errorlabel,RegularSeason,date_check,team_check,exist_check
8844,5115,Wed Feb 5 2014,10:00p,Toronto Raptors,101,Sacramento Kings,109,Box Score,,17317,,Feb 5 2014,SAC,2014-02-05,02-06-2014,2013-14,1,1,Feb 5 2014,SAC,1.0
8845,3476,Tue Jan 21 2014,7:30p,Boston Celtics,86,Miami Heat,93,Box Score,,19619,,Jan 21 2014,MIA,2014-01-21,01-22-2014,2013-14,1,1,Jan 21 2014,MIA,1.0
8846,4872,Wed Mar 5 2014,7:00p,Utah Jazz,91,Washington Wizards,104,Box Score,,13911,,Mar 5 2014,WAS,2014-03-05,03-06-2014,2013-14,1,1,Mar 5 2014,WAS,1.0
8847,9799,Fri Dec 6 2013,10:00p,Los Angeles Lakers,106,Sacramento Kings,100,Box Score,,17317,,Dec 6 2013,SAC,2013-12-06,12-07-2013,2013-14,1,1,Dec 6 2013,SAC,1.0
8848,7700,Fri Apr 4 2014,7:30p,Cleveland Cavaliers,98,Atlanta Hawks,117,Box Score,,16210,,Apr 4 2014,ATL,2014-04-04,04-05-2014,2013-14,1,1,Apr 4 2014,ATL,1.0
8849,9853,Sat Dec 14 2013,7:00p,Los Angeles Clippers,113,Washington Wizards,97,Box Score,,16509,,Dec 14 2013,WAS,2013-12-14,12-15-2013,2013-14,1,1,Dec 14 2013,WAS,1.0
8850,5149,Mon Feb 10 2014,10:30p,Philadelphia 76ers,80,Golden State Warriors,123,Box Score,,19596,,Feb 10 2014,GSW,2014-02-10,02-11-2014,2013-14,1,1,Feb 10 2014,GSW,1.0
8851,7634,Thu May 1 2014,7:00p,Indiana Pacers,95,Atlanta Hawks,88,Box Score,,19044,,May 1 2014,ATL,2014-05-01,05-02-2014,2013-14,1,0,,,
8852,5004,Sat Mar 22 2014,10:30p,San Antonio Spurs,99,Golden State Warriors,90,Box Score,,19596,,Mar 22 2014,GSW,2014-03-22,03-23-2014,2013-14,1,1,Mar 22 2014,GSW,1.0
8853,9836,Wed Dec 11 2013,10:30p,Dallas Mavericks,93,Golden State Warriors,95,Box Score,,19596,,Dec 11 2013,GSW,2013-12-11,12-12-2013,2013-14,1,1,Dec 11 2013,GSW,1.0
8854,3549,Fri Jan 31 2014,8:00p,Oklahoma City Thunder,120,Brooklyn Nets,95,Box Score,,17732,,Jan 31 2014,BKN,2014-01-31,02-01-2014,2013-14,1,1,Jan 31 2014,BKN,1.0
8855,3522,Mon Jan 27 2014,7:30p,Toronto Raptors,104,Brooklyn Nets,103,Box Score,,15790,,Jan 27 2014,BKN,2014-01-27,01-28-2014,2013-14,1,1,Jan 27 2014,BKN,1.0
8856,10213,Fri Nov 1 2013,8:00p,Dallas Mavericks,105,Houston Rockets,113,Box Score,,18142,,Nov 1 2013,HOU,2013-11-01,11-02-2013,2013-14,1,1,Nov 1 2013,HOU,1.0
8857,3437,Thu Jan 16 2014,3:00p,Brooklyn Nets,127,Atlanta Hawks,110,Box Score,,18689,at London England,Jan 16 2014,ATL,2014-01-16,01-17-2014,2013-14,1,1,Jan 16 2014,ATL,1.0
8858,4948,Sat Mar 15 2014,7:30p,Denver Nuggets,92,Atlanta Hawks,97,Box Score,,16921,,Mar 15 2014,ATL,2014-03-15,03-16-2014,2013-14,1,1,Mar 15 2014,ATL,1.0
8859,3382,Wed Jan 8 2014,7:30p,Golden State Warriors,98,Brooklyn Nets,102,Box Score,,17732,,Jan 8 2014,BKN,2014-01-08,01-09-2014,2013-14,1,1,Jan 8 2014,BKN,1.0
8860,7839,Wed Apr 30 2014,9:30p,Portland Trail Blazers,98,Houston Rockets,108,Box Score,,18230,,Apr 30 2014,HOU,2014-04-30,05-01-2014,2013-14,1,0,,,
8861,10335,Sun Nov 17 2013,6:00p,Memphis Grizzlies,97,Sacramento Kings,86,Box Score,,15630,,Nov 17 2013,SAC,2013-11-17,11-18-2013,2013-14,1,1,Nov 17 2013,SAC,1.0
8862,7720,Sun Apr 6 2014,6:00p,Dallas Mavericks,93,Sacramento Kings,91,Box Score,,17023,,Apr 6 2014,SAC,2014-04-06,04-07-2014,2013-14,1,1,Apr 6 2014,SAC,1.0
8863,9927,Mon Dec 23 2013,10:00p,New Orleans Pelicans,113,Sacramento Kings,100,Box Score,,17317,,Dec 23 2013,SAC,2013-12-23,12-24-2013,2013-14,1,1,Dec 23 2013,SAC,1.0
8864,4942,Fri Mar 14 2014,7:30p,Denver Nuggets,111,Miami Heat,107,Box Score,,19600,,Mar 14 2014,MIA,2014-03-14,03-15-2014,2013-14,1,1,Mar 14 2014,MIA,1.0
8865,3459,Sat Jan 18 2014,8:30p,Portland Trail Blazers,127,Dallas Mavericks,111,Box Score,,20375,,Jan 18 2014,DAL,2014-01-18,01-19-2014,2013-14,1,1,Jan 18 2014,DAL,1.0
8866,4991,Fri Mar 21 2014,7:30p,New Orleans Pelicans,111,Atlanta Hawks,105,Box Score,,15476,,Mar 21 2014,ATL,2014-03-21,03-22-2014,2013-14,1,1,Mar 21 2014,ATL,1.0
8867,5071,Mon Mar 31 2014,7:30p,Toronto Raptors,83,Miami Heat,93,Box Score,,19831,,Mar 31 2014,MIA,2014-03-31,04-01-2014,2013-14,1,1,Mar 31 2014,MIA,1.0
8868,4856,Mon Mar 3 2014,7:00p,Memphis Grizzlies,110,Washington Wizards,104,Box Score,,14065,,Mar 3 2014,WAS,2014-03-03,03-04-2014,2013-14,1,1,Mar 3 2014,WAS,1.0
8869,4847,Sat Mar 1 2014,10:00p,Minnesota Timberwolves,108,Sacramento Kings,97,Box Score,,17085,,Mar 1 2014,SAC,2014-03-01,03-02-2014,2013-14,1,1,Mar 1 2014,SAC,1.0
8870,7808,Sun Apr 20 2014,9:30p,Portland Trail Blazers,122,Houston Rockets,120,Box Score,OT,18240,,Apr 20 2014,HOU,2014-04-20,04-21-2014,2013-14,1,0,,,
8871,7638,Fri May 2 2014,8:00p,San Antonio Spurs,111,Dallas Mavericks,113,Box Score,,20799,,May 2 2014,DAL,2014-05-02,05-03-2014,2013-14,1,0,,,
8872,6344,Thu Jun 12 2014,9:00p,San Antonio Spurs,107,Miami Heat,86,Box Score,,19900,,Jun 12 2014,MIA,2014-06-12,06-13-2014,2013-14,1,0,,,
8873,6343,Tue Jun 10 2014,9:00p,San Antonio Spurs,111,Miami Heat,92,Box Score,,19900,,Jun 10 2014,MIA,2014-06-10,06-11-2014,2013-14,1,0,,,
8874,4935,Thu Mar 13 2014,7:30p,Milwaukee Bucks,97,Atlanta Hawks,102,Box Score,,12554,,Mar 13 2014,ATL,2014-03-13,03-14-2014,2013-14,1,1,Mar 13 2014,ATL,1.0
8875,3518,Sun Jan 26 2014,7:30p,Detroit Pistons,106,Dallas Mavericks,116,Box Score,,19662,,Jan 26 2014,DAL,2014-01-26,01-27-2014,2013-14,1,1,Jan 26 2014,DAL,1.0
8876,9944,Fri Dec 27 2013,10:00p,Miami Heat,103,Sacramento Kings,108,Box Score,OT,17317,,Dec 27 2013,SAC,2013-12-27,12-28-2013,2013-14,1,1,Dec 27 2013,SAC,1.0
8877,9816,Mon Dec 9 2013,7:00p,Denver Nuggets,75,Washington Wizards,74,Box Score,,13293,,Dec 9 2013,WAS,2013-12-09,12-10-2013,2013-14,1,1,Dec 9 2013,WAS,1.0
8878,9892,Thu Dec 19 2013,10:30p,San Antonio Spurs,104,Golden State Warriors,102,Box Score,,19596,,Dec 19 2013,GSW,2013-12-19,12-20-2013,2013-14,1,1,Dec 19 2013,GSW,1.0
8879,3484,Wed Jan 22 2014,7:00p,Boston Celtics,113,Washington Wizards,111,Box Score,OT,14492,,Jan 22 2014,WAS,2014-01-22,01-23-2014,2013-14,1,1,Jan 22 2014,WAS,1.0
8880,3473,Mon Jan 20 2014,8:00p,Portland Trail Blazers,113,Houston Rockets,126,Box Score,,18135,,Jan 20 2014,HOU,2014-01-20,01-21-2014,2013-14,1,1,Jan 20 2014,HOU,1.0
8881,4993,Fri Mar 21 2014,7:30p,Memphis Grizzlies,86,Miami Heat,91,Box Score,,20007,,Mar 21 2014,MIA,2014-03-21,03-22-2014,2013-14,1,1,Mar 21 2014,MIA,1.0
8882,3471,Mon Jan 20 2014,5:30p,Miami Heat,114,Atlanta Hawks,121,Box Score,,19262,,Jan 20 2014,ATL,2014-01-20,01-21-2014,2013-14,1,1,Jan 20 2014,ATL,1.0
8883,7779,Mon Apr 14 2014,8:00p,San Antonio Spurs,98,Houston Rockets,104,Box Score,,18406,,Apr 14 2014,HOU,2014-04-14,04-15-2014,2013-14,1,1,Apr 14 2014,HOU,1.0
8884,9921,Mon Dec 23 2013,7:30p,Atlanta Hawks,119,Miami Heat,121,Box Score,OT,20204,,Dec 23 2013,MIA,2013-12-23,12-24-2013,2013-14,1,1,Dec 23 2013,MIA,1.0
8885,9819,Mon Dec 9 2013,10:00p,Dallas Mavericks,97,Sacramento Kings,112,Box Score,,15329,,Dec 9 2013,SAC,2013-12-09,12-10-2013,2013-14,1,1,Dec 9 2013,SAC,1.0
8886,7694,Wed Apr 2 2014,10:00p,Los Angeles Lakers,102,Sacramento Kings,107,Box Score,,17317,,Apr 2 2014,SAC,2014-04-02,04-03-2014,2013-14,1,1,Apr 2 2014,SAC,1.0
8887,9934,Thu Dec 26 2013,8:00p,Memphis Grizzlies,92,Houston Rockets,100,Box Score,,18201,,Dec 26 2013,HOU,2013-12-26,12-27-2013,2013-14,1,1,Dec 26 2013,HOU,1.0
8888,9791,Fri Dec 6 2013,7:00p,Milwaukee Bucks,109,Washington Wizards,105,Box Score,OT,18194,,Dec 6 2013,WAS,2013-12-06,12-07-2013,2013-14,1,1,Dec 6 2013,WAS,1.0
8889,5211,Sat Feb 22 2014,10:00p,Boston Celtics,98,Sacramento Kings,105,Box Score,,17317,,Feb 22 2014,SAC,2014-02-22,02-23-2014,2013-14,1,1,Feb 22 2014,SAC,1.0
8890,10322,Fri Nov 15 2013,10:30p,Detroit Pistons,97,Sacramento Kings,90,Box Score,,17317,,Nov 15 2013,SAC,2013-11-15,11-16-2013,2013-14,1,1,Nov 15 2013,SAC,1.0
8891,5214,Sun Feb 23 2014,3:30p,Chicago Bulls,79,Miami Heat,93,Box Score,,19848,,Feb 23 2014,MIA,2014-02-23,02-24-2014,2013-14,1,1,Feb 23 2014,MIA,1.0
8892,5081,Sat Feb 1 2014,8:00p,Cleveland Cavaliers,92,Houston Rockets,106,Box Score,,18309,,Feb 1 2014,HOU,2014-02-01,02-02-2014,2013-14,1,1,Feb 1 2014,HOU,1.0
8893,9897,Fri Dec 20 2013,7:30p,Sacramento Kings,103,Miami Heat,122,Box Score,,19600,,Dec 20 2013,MIA,2013-12-20,12-21-2013,2013-14,1,1,Dec 20 2013,MIA,1.0
8894,9779,Tue Dec 3 2013,10:30p,Toronto Raptors,103,Golden State Warriors,112,Box Score,,19596,,Dec 3 2013,GSW,2013-12-03,12-04-2013,2013-14,1,1,Dec 3 2013,GSW,1.0
8895,9879,Wed Dec 18 2013,7:00p,Indiana Pacers,94,Miami Heat,97,Box Score,,19898,,Dec 18 2013,MIA,2013-12-18,12-19-2013,2013-14,1,1,Dec 18 2013,MIA,1.0
8896,5168,Wed Feb 12 2014,10:30p,Miami Heat,111,Golden State Warriors,110,Box Score,,19596,,Feb 12 2014,GSW,2014-02-12,02-13-2014,2013-14,1,1,Feb 12 2014,GSW,1.0
8897,7764,Sat Apr 12 2014,8:00p,New Orleans Pelicans,104,Houston Rockets,111,Box Score,,18372,,Apr 12 2014,HOU,2014-04-12,04-13-2014,2013-14,1,1,Apr 12 2014,HOU,1.0
8898,3453,Sat Jan 18 2014,7:00p,Detroit Pistons,104,Washington Wizards,98,Box Score,,17039,,Jan 18 2014,WAS,2014-01-18,01-19-2014,2013-14,1,1,Jan 18 2014,WAS,1.0
8899,3468,Mon Jan 20 2014,2:00p,Philadelphia 76ers,99,Washington Wizards,107,Box Score,,18650,,Jan 20 2014,WAS,2014-01-20,01-21-2014,2013-14,1,1,Jan 20 2014,WAS,1.0
8900,4973,Tue Mar 18 2014,10:30p,Orlando Magic,89,Golden State Warriors,103,Box Score,,19596,,Mar 18 2014,GSW,2014-03-18,03-19-2014,2013-14,1,1,Mar 18 2014,GSW,1.0
8901,7788,Wed Apr 16 2014,8:00p,Washington Wizards,118,Boston Celtics,102,Box Score,,18624,,Apr 16 2014,BOS,2014-04-16,04-17-2014,2013-14,1,1,Apr 16 2014,BOS,1.0
8902,3496,Fri Jan 24 2014,7:30p,Dallas Mavericks,106,Brooklyn Nets,107,Box Score,,16110,,Jan 24 2014,BKN,2014-01-24,01-25-2014,2013-14,1,1,Jan 24 2014,BKN,1.0
8903,4863,Mon Mar 3 2014,10:00p,New Orleans Pelicans,89,Sacramento Kings,96,Box Score,,16225,,Mar 3 2014,SAC,2014-03-03,03-04-2014,2013-14,1,1,Mar 3 2014,SAC,1.0
8904,3393,Fri Jan 10 2014,8:00p,Miami Heat,95,Brooklyn Nets,104,Box Score,2OT,17732,,Jan 10 2014,BKN,2014-01-10,01-11-2014,2013-14,1,1,Jan 10 2014,BKN,1.0
8905,7688,Wed Apr 2 2014,7:30p,Chicago Bulls,105,Atlanta Hawks,92,Box Score,,17029,,Apr 2 2014,ATL,2014-04-02,04-03-2014,2013-14,1,1,Apr 2 2014,ATL,1.0
8906,4972,Tue Mar 18 2014,10:00p,Washington Wizards,111,Sacramento Kings,117,Box Score,OT,16084,,Mar 18 2014,SAC,2014-03-18,03-19-2014,2013-14,1,1,Mar 18 2014,SAC,1.0
8907,4955,Sun Mar 16 2014,3:30p,Houston Rockets,104,Miami Heat,113,Box Score,,19666,,Mar 16 2014,MIA,2014-03-16,03-17-2014,2013-14,1,1,Mar 16 2014,MIA,1.0
8908,4840,Sat Mar 1 2014,7:30p,Orlando Magic,98,Miami Heat,112,Box Score,,19834,,Mar 1 2014,MIA,2014-03-01,03-02-2014,2013-14,1,1,Mar 1 2014,MIA,1.0
8909,7806,Sun Apr 20 2014,3:30p,Charlotte Bobcats,88,Miami Heat,99,Box Score,,19640,,Apr 20 2014,MIA,2014-04-20,04-21-2014,2013-14,1,0,,,
8910,4893,Fri Mar 7 2014,10:30p,Atlanta Hawks,97,Golden State Warriors,111,Box Score,,19596,,Mar 7 2014,GSW,2014-03-07,03-08-2014,2013-14,1,1,Mar 7 2014,GSW,1.0
8911,7707,Fri Apr 4 2014,9:30p,Oklahoma City Thunder,107,Houston Rockets,111,Box Score,,18407,,Apr 4 2014,HOU,2014-04-04,04-05-2014,2013-14,1,1,Apr 4 2014,HOU,1.0
8912,9854,Sat Dec 14 2013,7:30p,Cleveland Cavaliers,107,Miami Heat,114,Box Score,,19656,,Dec 14 2013,MIA,2013-12-14,12-15-2013,2013-14,1,1,Dec 14 2013,MIA,1.0
8913,10295,Tue Nov 12 2013,8:30p,Washington Wizards,95,Dallas Mavericks,105,Box Score,,19627,,Nov 12 2013,DAL,2013-11-12,11-13-2013,2013-14,1,1,Nov 12 2013,DAL,1.0
8914,4953,Sun Mar 16 2014,1:00p,Charlotte Bobcats,101,Milwaukee Bucks,92,Box Score,,14536,,Mar 16 2014,MIL,2014-03-16,03-17-2014,2013-14,1,1,Mar 16 2014,MIL,1.0
8915,3487,Wed Jan 22 2014,8:00p,Detroit Pistons,101,Milwaukee Bucks,104,Box Score,,11266,,Jan 22 2014,MIL,2014-01-22,01-23-2014,2013-14,1,1,Jan 22 2014,MIL,1.0
8916,7748,Fri Apr 11 2014,7:30p,Charlotte Bobcats,103,Boston Celtics,106,Box Score,,18624,,Apr 11 2014,BOS,2014-04-11,04-12-2014,2013-14,1,1,Apr 11 2014,BOS,1.0
8917,10445,Wed Oct 30 2013,8:00p,Charlotte Bobcats,83,Houston Rockets,96,Box Score,,18083,,Oct 30 2013,HOU,2013-10-30,10-31-2013,2013-14,1,1,Oct 30 2013,HOU,1.0
8918,7735,Wed Apr 9 2014,7:00p,Charlotte Bobcats,94,Washington Wizards,88,Box Score,OT,17784,,Apr 9 2014,WAS,2014-04-09,04-10-2014,2013-14,1,1,Apr 9 2014,WAS,1.0
8919,5093,Mon Feb 3 2014,7:30p,Detroit Pistons,96,Miami Heat,102,Box Score,,19802,,Feb 3 2014,MIA,2014-02-03,02-04-2014,2013-14,1,1,Feb 3 2014,MIA,1.0
8920,5130,Sat Feb 8 2014,7:30p,Memphis Grizzlies,79,Atlanta Hawks,76,Box Score,,15190,,Feb 8 2014,ATL,2014-02-08,02-09-2014,2013-14,1,1,Feb 8 2014,ATL,1.0
8921,3399,Fri Jan 10 2014,10:00p,Orlando Magic,83,Sacramento Kings,103,Box Score,,15694,,Jan 10 2014,SAC,2014-01-10,01-11-2014,2013-14,1,1,Jan 10 2014,SAC,1.0
8922,7712,Sat Apr 5 2014,7:00p,Chicago Bulls,96,Washington Wizards,78,Box Score,,19661,,Apr 5 2014,WAS,2014-04-05,04-06-2014,2013-14,1,1,Apr 5 2014,WAS,1.0
8923,10325,Sat Nov 16 2013,7:00p,Cleveland Cavaliers,103,Washington Wizards,96,Box Score,OT,18038,,Nov 16 2013,WAS,2013-11-16,11-17-2013,2013-14,1,1,Nov 16 2013,WAS,1.0
8924,10209,Fri Nov 1 2013,7:00p,Philadelphia 76ers,109,Washington Wizards,102,Box Score,,17160,,Nov 1 2013,WAS,2013-11-01,11-02-2013,2013-14,1,1,Nov 1 2013,WAS,1.0
8925,9885,Wed Dec 18 2013,8:00p,New York Knicks,107,Milwaukee Bucks,101,Box Score,2OT,11869,,Dec 18 2013,MIL,2013-12-18,12-19-2013,2013-14,1,1,Dec 18 2013,MIL,1.0
8926,9949,Sat Dec 28 2013,7:00p,Detroit Pistons,82,Washington Wizards,106,Box Score,,19336,,Dec 28 2013,WAS,2013-12-28,12-29-2013,2013-14,1,1,Dec 28 2013,WAS,1.0
8927,5101,Tue Feb 4 2014,7:30p,Indiana Pacers,89,Atlanta Hawks,85,Box Score,,15374,,Feb 4 2014,ATL,2014-02-04,02-05-2014,2013-14,1,1,Feb 4 2014,ATL,1.0
8928,3530,Tue Jan 28 2014,8:00p,San Antonio Spurs,90,Houston Rockets,97,Box Score,,18314,,Jan 28 2014,HOU,2014-01-28,01-29-2014,2013-14,1,1,Jan 28 2014,HOU,1.0
8929,7687,Wed Apr 2 2014,7:00p,Boston Celtics,92,Washington Wizards,118,Box Score,,17770,,Apr 2 2014,WAS,2014-04-02,04-03-2014,2013-14,1,1,Apr 2 2014,WAS,1.0
8930,10223,Sat Nov 2 2013,8:30p,Memphis Grizzlies,99,Dallas Mavericks,111,Box Score,,20262,,Nov 2 2013,DAL,2013-11-02,11-03-2013,2013-14,1,1,Nov 2 2013,DAL,1.0
8931,3503,Fri Jan 24 2014,10:00p,Indiana Pacers,116,Sacramento Kings,111,Box Score,OT,17317,,Jan 24 2014,SAC,2014-01-24,01-25-2014,2013-14,1,1,Jan 24 2014,SAC,1.0
8932,10436,Tue Oct 29 2013,8:00p,Chicago Bulls,95,Miami Heat,107,Box Score,,19964,,Oct 29 2013,MIA,2013-10-29,10-30-2013,2013-14,1,1,Oct 29 2013,MIA,1.0
8933,5100,Mon Feb 3 2014,10:00p,Chicago Bulls,70,Sacramento Kings,99,Box Score,,15178,,Feb 3 2014,SAC,2014-02-03,02-04-2014,2013-14,1,1,Feb 3 2014,SAC,1.0
8934,5009,Sun Mar 23 2014,6:00p,Milwaukee Bucks,107,Sacramento Kings,124,Box Score,,16341,,Mar 23 2014,SAC,2014-03-23,03-24-2014,2013-14,1,1,Mar 23 2014,SAC,1.0
8935,9877,Tue Dec 17 2013,9:00p,Oklahoma City Thunder,105,Denver Nuggets,93,Box Score,,17035,,Dec 17 2013,DEN,2013-12-17,12-18-2013,2013-14,1,1,Dec 17 2013,DEN,1.0
8936,4987,Thu Mar 20 2014,10:30p,Milwaukee Bucks,110,Golden State Warriors,115,Box Score,,19596,,Mar 20 2014,GSW,2014-03-20,03-21-2014,2013-14,1,1,Mar 20 2014,GSW,1.0
8937,5109,Wed Feb 5 2014,8:00p,Phoenix Suns,108,Houston Rockets,122,Box Score,,18217,,Feb 5 2014,HOU,2014-02-05,02-06-2014,2013-14,1,1,Feb 5 2014,HOU,1.0
8938,10421,Fri Nov 29 2013,8:00p,Brooklyn Nets,95,Houston Rockets,114,Box Score,,18138,,Nov 29 2013,HOU,2013-11-29,11-30-2013,2013-14,1,1,Nov 29 2013,HOU,1.0
8939,5174,Tue Feb 18 2014,7:00p,Toronto Raptors,103,Washington Wizards,93,Box Score,,15624,,Feb 18 2014,WAS,2014-02-18,02-19-2014,2013-14,1,1,Feb 18 2014,WAS,1.0
8940,4861,Mon Mar 3 2014,9:00p,Minnesota Timberwolves,132,Denver Nuggets,128,Box Score,,15240,,Mar 3 2014,DEN,2014-03-03,03-04-2014,2013-14,1,1,Mar 3 2014,DEN,1.0
8941,10359,Wed Nov 20 2013,9:30p,Houston Rockets,120,Dallas Mavericks,123,Box Score,,20045,,Nov 20 2013,DAL,2013-11-20,11-21-2013,2013-14,1,1,Nov 20 2013,DAL,1.0
8942,4892,Fri Mar 7 2014,9:30p,Indiana Pacers,86,Houston Rockets,112,Box Score,,18332,,Mar 7 2014,HOU,2014-03-07,03-08-2014,2013-14,1,1,Mar 7 2014,HOU,1.0
8943,10290,Mon Nov 11 2013,8:00p,Toronto Raptors,104,Houston Rockets,110,Box Score,2OT,18134,,Nov 11 2013,HOU,2013-11-11,11-12-2013,2013-14,1,1,Nov 11 2013,HOU,1.0
8944,5164,Wed Feb 12 2014,8:00p,Washington Wizards,112,Houston Rockets,113,Box Score,,18314,,Feb 12 2014,HOU,2014-02-12,02-13-2014,2013-14,1,1,Feb 12 2014,HOU,1.0
8945,3400,Fri Jan 10 2014,10:30p,Boston Celtics,97,Golden State Warriors,99,Box Score,,19596,,Jan 10 2014,GSW,2014-01-10,01-11-2014,2013-14,1,1,,,
8946,5014,Mon Mar 24 2014,7:30p,Phoenix Suns,102,Atlanta Hawks,95,Box Score,,12240,,Mar 24 2014,ATL,2014-03-24,03-25-2014,2013-14,1,1,Mar 24 2014,ATL,1.0
8947,10381,Sat Nov 23 2013,8:30p,Cleveland Cavaliers,96,San Antonio Spurs,126,Box Score,,18581,,Nov 23 2013,SAS,2013-11-23,11-24-2013,2013-14,1,1,Nov 23 2013,SAS,1.0
8948,4985,Thu Mar 20 2014,8:00p,Minnesota Timberwolves,106,Houston Rockets,129,Box Score,,18315,,Mar 20 2014,HOU,2014-03-20,03-21-2014,2013-14,1,1,Mar 20 2014,HOU,1.0
8949,3378,Tue Jan 7 2014,10:00p,Portland Trail Blazers,119,Sacramento Kings,123,Box Score,,15518,,Jan 7 2014,SAC,2014-01-07,01-08-2014,2013-14,1,1,Jan 7 2014,SAC,1.0
8950,4905,Sun Mar 9 2014,7:00p,Portland Trail Blazers,113,Houston Rockets,118,Box Score,OT,18321,,Mar 9 2014,HOU,2014-03-09,03-10-2014,2013-14,1,1,Mar 9 2014,HOU,1.0
8951,9870,Mon Dec 16 2013,7:30p,Utah Jazz,94,Miami Heat,117,Box Score,,19600,,Dec 16 2013,MIA,2013-12-16,12-17-2013,2013-14,1,1,Dec 16 2013,MIA,1.0
8952,3370,Tue Jan 7 2014,7:30p,New Orleans Pelicans,88,Miami Heat,107,Box Score,,20097,,Jan 7 2014,MIA,2014-01-07,01-08-2014,2013-14,1,1,Jan 7 2014,MIA,1.0
8953,10376,Sat Nov 23 2013,7:00p,New York Knicks,89,Washington Wizards,98,Box Score,,18089,,Nov 23 2013,WAS,2013-11-23,11-24-2013,2013-14,1,1,Nov 23 2013,WAS,1.0
8954,7738,Wed Apr 9 2014,8:00p,Indiana Pacers,104,Milwaukee Bucks,102,Box Score,,13139,,Apr 9 2014,MIL,2014-04-09,04-10-2014,2013-14,1,1,Apr 9 2014,MIL,1.0
8955,9810,Sun Dec 8 2013,7:00p,Orlando Magic,88,Houston Rockets,98,Box Score,,16407,,Dec 8 2013,HOU,2013-12-08,12-09-2013,2013-14,1,1,Dec 8 2013,HOU,1.0
8956,10378,Sat Nov 23 2013,7:30p,Orlando Magic,99,Miami Heat,101,Box Score,,19647,,Nov 23 2013,MIA,2013-11-23,11-24-2013,2013-14,1,1,Nov 23 2013,MIA,1.0
8957,3501,Fri Jan 24 2014,8:00p,Memphis Grizzlies,88,Houston Rockets,87,Box Score,,16998,,Jan 24 2014,HOU,2014-01-24,01-25-2014,2013-14,1,1,Jan 24 2014,HOU,1.0
8958,9954,Sat Dec 28 2013,8:30p,Minnesota Timberwolves,117,Milwaukee Bucks,95,Box Score,,14971,,Dec 28 2013,MIL,2013-12-28,12-29-2013,2013-14,1,1,Dec 28 2013,MIL,1.0
8959,5037,Thu Mar 27 2014,7:30p,Portland Trail Blazers,100,Atlanta Hawks,85,Box Score,,13228,,Mar 27 2014,ATL,2014-03-27,03-28-2014,2013-14,1,1,Mar 27 2014,ATL,1.0
8960,7689,Wed Apr 2 2014,7:30p,Milwaukee Bucks,77,Miami Heat,96,Box Score,,19609,,Apr 2 2014,MIA,2014-04-02,04-03-2014,2013-14,1,1,Apr 2 2014,MIA,1.0
8961,5052,Fri Mar 28 2014,10:30p,Memphis Grizzlies,93,Golden State Warriors,100,Box Score,,19596,,Mar 28 2014,GSW,2014-03-28,03-29-2014,2013-14,1,1,Mar 28 2014,GSW,1.0
8962,4970,Tue Mar 18 2014,7:30p,Toronto Raptors,113,Atlanta Hawks,118,Box Score,OT,11759,,Mar 18 2014,ATL,2014-03-18,03-19-2014,2013-14,1,1,Mar 18 2014,ATL,1.0
8963,9889,Wed Dec 18 2013,9:30p,Chicago Bulls,94,Houston Rockets,109,Box Score,,18242,,Dec 18 2013,HOU,2013-12-18,12-19-2013,2013-14,1,1,Dec 18 2013,HOU,1.0
8964,7772,Sun Apr 13 2014,9:00p,Minnesota Timberwolves,103,Sacramento Kings,106,Box Score,,16965,,Apr 13 2014,SAC,2014-04-13,04-14-2014,2013-14,1,1,Apr 13 2014,SAC,1.0
8965,10392,Mon Nov 25 2013,7:30p,Phoenix Suns,92,Miami Heat,107,Box Score,,19758,,Nov 25 2013,MIA,2013-11-25,11-26-2013,2013-14,1,1,Nov 25 2013,MIA,1.0
8966,3486,Wed Jan 22 2014,8:00p,Sacramento Kings,98,Houston Rockets,119,Box Score,,16488,,Jan 22 2014,HOU,2014-01-22,01-23-2014,2013-14,1,1,Jan 22 2014,HOU,1.0
8967,10346,Tue Nov 19 2013,8:00p,Boston Celtics,85,Houston Rockets,109,Box Score,,18232,,Nov 19 2013,HOU,2013-11-19,11-20-2013,2013-14,1,1,Nov 19 2013,HOU,1.0
8968,7721,Sun Apr 6 2014,7:00p,Denver Nuggets,125,Houston Rockets,130,Box Score,OT,18325,,Apr 6 2014,HOU,2014-04-06,04-07-2014,2013-14,1,1,Apr 6 2014,HOU,1.0
8969,9782,Wed Dec 4 2013,8:00p,Phoenix Suns,97,Houston Rockets,88,Box Score,,18151,,Dec 4 2013,HOU,2013-12-04,12-05-2013,2013-14,1,1,Dec 4 2013,HOU,1.0
8970,7800,Wed Apr 16 2014,10:30p,Phoenix Suns,104,Sacramento Kings,99,Box Score,,17317,,Apr 16 2014,SAC,2014-04-16,04-17-2014,2013-14,1,1,Apr 16 2014,SAC,1.0
8971,10258,Thu Nov 7 2013,9:00p,Atlanta Hawks,107,Denver Nuggets,109,Box Score,,15404,,Nov 7 2013,DEN,2013-11-07,11-08-2013,2013-14,1,1,Nov 7 2013,DEN,1.0
